MLSNumber,Address,Category,StreetNumber,StreetName,UnitNumber,CrossStreet,FloorNumber,City,State,Zip Code,County,MLSArea,Township,Subdivision,School District,Schools-Elementary,Schools-Middle,Schools-HighSchool,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,OriginatingMLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006292,2 E Galloway Ct,RES,2,Galloway,,Barksdale,,Newark,DE,19711,NEWCASTLEDE,30905,,ABBOTSFORD,Christina,,,,FeeSimple,No,No,Yes,$66 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003602,302 Brewster Dr,RES,302,Brewster,,McCan,,Newark,DE,19711,NEWCASTLEDE,30905,,SYCAMORE GARDENS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001820,103 Darwin Dr,RES,103,Darwin,,Kirkwood Hgwy,,Newark,DE,19711,NEWCASTLEDE,30905,,NEWKIRK ESTATES,Christina,,,,FeeSimple,No,No,Yes,$20 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005406,104 E Green Valley Cir,RES,104,Green Valley,,,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,Yes,$35 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001406,107 Tamara Cir,RES,107,Tamara,,Durso,,Newark,DE,19711,NEWCASTLEDE,30905,,HARMONY HILLS,Christina,,Shue-Medill,Christiana,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013910,617 5th St,RES,617,5Th,,4th Street,,Newark,DE,19711,NEWCASTLEDE,30905,,BRIGHTON VILLAGE,Christina,,,,FeeSimple,No,No,Yes,$35 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011084,302 2nd St,RES,302,2Nd,,,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010170,111 Richards Ln,RES,111,Richards,,Richards Lane,,Newark,DE,19711,NEWCASTLEDE,30905,,RICHARDS LANE,Christina,,,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008714,25 Corbit St,RES,25,Corbit,,,,Newark,DE,19711,NEWCASTLEDE,30904,,NONE AVAILABLE,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002820,121 Durso Dr,RES,121,Durso,,Tamara,,Newark,DE,19711,NEWCASTLEDE,30905,,HARMONY HILLS,Christina,,,,FeeSimple,No,No,Yes,$10 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522060,32 Julie Ln,RES,32,Julie,,Francis Cir,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525848,15 Allison Ln,RES,15,Allison,,Julie,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2014658,341 Chickory Way,RES,341,Chickory,,,,Newark,DE,19711,NEWCASTLEDE,30905,,COUNTRY PLACE,Christina,,Shue-Medill,Newark,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008306,119 Longview Dr,RES,119,Longview,,,,Newark,DE,19711,NEWCASTLEDE,30905,,NEWKIRK ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009480,221 Hull Ave,RES,221,Hull,,Ellsworth,,Newark,DE,19711,NEWCASTLEDE,30905,,HARMONY HILLS,Christina,,,,FeeSimple,No,No,Yes,$10 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002332,215 Benham Ct,RES,215,Benham,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CLEARVIEW RIDGE,Christina,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001270,201 Hull Ave,RES,201,Hull,,,,Newark,DE,19711,NEWCASTLEDE,30905,,HARMONY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528774,224 Green Ln,RES,224,Green,,,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,Yes,$30 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018972,422 Tamara Cir,RES,422,Tamara,,,,Newark,DE,19711,NEWCASTLEDE,30905,,HARMONY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528930,109 Benham,RES,109,Benham,,,,Newark,DE,19711,NEWCASTLEDE,30903,,CLEARVIEW RIDGE,Christina,,,,FeeSimple,No,No,Yes,$321 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013010,8 Helios Ct,RES,8,Helios,,,,Newark,DE,19711,NEWCASTLEDE,30905,,TREETOP,Christina,,,,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004068,511 4th St,RES,511,4Th,,GREEN VALLEY C,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009866,1 Karrington Drive,RES,1,Karrington Drive,,KARRINGTON DR,,Newark,DE,19711,NEWCASTLEDE,30905,,EST OF CORNER KETC,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005176,10 Lower Valley Ln,RES,10,Lower Valley,,GREEN VALLEY,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,Christiana,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003328,55 Helios Ct,RES,55,Helios,,,,Newark,DE,19711,NEWCASTLEDE,30903,,TREE TOP,Christina,,,,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012846,1012 Ridgewood Ct,RES,1012,Ridgewood,,PAPER MILL RD.,,Newark,DE,19711,NEWCASTLEDE,30905,,THE RIDGE,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$170 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000419,218 Green Ln,RES,218,Green Ln,,,,Newark,DE,19711,NEWCASTLEDE,30903,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,Yes,$200 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522926,709 Ashland Ct,RES,709,Ashland,,,,Newark,DE,19711,NEWCASTLEDE,30905,,HIGHLANDS AT RIDGE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$170 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521028,18 Allison Lane,RES,18,Allison Lane,,,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006338,811 Devon Dr,RES,811,Devon Dr,,,,Newark,DE,19711,NEWCASTLEDE,30905,,DEVON,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018854,18 Dunbar Rd,RES,18,Dunbar,,,,Newark,DE,19711,NEWCASTLEDE,30905,,RED MILL FARMS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010584,15 Old Manor Rd,RES,15,Old Manor,,RED MILL RD,,Newark,DE,19711,NEWCASTLEDE,30905,,OLD MILL MANOR,Christina,,,Christiana,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010556,276 Green Ln,RES,276,Green,,GREEN VALLEY,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,Newark,FeeSimple,No,No,Yes,$25 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002734,368 Chickory Way,RES,368,Chickory,,,,Newark,DE,19711,NEWCASTLEDE,30905,,COUNTRY PLACE,Christina,,,,FeeSimple,No,No,Yes,$220 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003090,102 E Green Valley Cir,RES,102,Green Valley,,KIRKWOOD,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,Yes,$20 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001080,212 Green Ln,RES,212,Green,,,,Newark,DE,19711,NEWCASTLEDE,30905,,GREEN VALLEY,Christina,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000152,19 Pinedale Rd,RES,19,Pinedale,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528648,22 Sue Ln,RES,22,Sue,,Julie Lane,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527434,351 Chickory Way,RES,351,Chickory,,Barksdale,,Newark,DE,19711,NEWCASTLEDE,30905,,COUNTRY PLACE,Christina,,,,FeeSimple,No,No,Yes,$200 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526002,50 Odaniel Ave,RES,50,Odaniel,,Westfield,,Newark,DE,19711,NEWCASTLEDE,30905,,WESTFIELD,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006410,430 Beverly Rd,RES,430,Beverly,,West Park Place,,Newark,DE,19711,NEWCASTLEDE,30905,,NEWARK,Christina,West Park Place,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005170,216 N Dillwyn Rd,RES,216,Dillwyn,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008212,4 Laurel Ave,RES,4,Laurel,,,,Newark,DE,19711,NEWCASTLEDE,30905,,ROSEVILLE PARK,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009304,1 Elm Ave,RES,1,Elm,,,,Newark,DE,19711,NEWCASTLEDE,30905,,PRESTWICK FARMS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009276,10 Darby Rd,RES,10,Darby,,,,Newark,DE,19711,NEWCASTLEDE,30905,,BROOKHAVEN,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006314,36 Rankin Rd,RES,36,Rankin,,Quarry Lane,,Newark,DE,19711,NEWCASTLEDE,30905,,MEETING HOUSE HILL,Christina,,,,FeeSimple,No,No,Yes,$40 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006726,919 Quail Ln,RES,919,Quail,,PHEASANT RUN,,Newark,DE,19711,NEWCASTLEDE,30905,,PHEASANT RUN,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004872,31 Julie Ln,RES,31,Julie,,,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002296,80 Springlake Dr,RES,80,Springlake,,,,Newark,DE,19711,NEWCASTLEDE,30905,,BROOKHAVEN,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006630,811 Bradford Ln,RES,811,Bradford,,UNKNOWN,,Newark,DE,19711,NEWCASTLEDE,30905,,DEVON,Christina,West Park Place,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001670,710 Ashland Ct,RES,710,Ashland,,,1,Newark,DE,19711,NEWCASTLEDE,30905,,THE RIDGE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$170 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001408,309 W Main St,RES,309,Main,,,,Newark,DE,19711,NEWCASTLEDE,30905,,NONE AVAILABLE,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010256,111 W Shetland Ct,RES,111,Shetland,,Abbotsford,,Newark,DE,19711,NEWCASTLEDE,30905,,ABBOTSFORD,Christina,,,,FeeSimple,No,No,Yes,$60 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524650,111 Benham Ct,RES,111,Benham,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CLEARVIEW RIDGE,Christina,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017996,126 N Dillwyn Rd,RES,126,Dillwyn,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009092,116 Emery Ct,RES,116,Emery,,DEWALT,,Newark,DE,19711,NEWCASTLEDE,30905,,DRUMMOND RIDGE,Christina,,,Christiana,FeeSimple,No,No,Yes,$25 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000394,220 Spruce Glen Drive,RES,220,Spruce Glen Drive,,,,Newark,DE,19711,NEWCASTLEDE,30905,,MEADOWOOD,Red Clay Consolidated,Heritage,Skyline,Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526412,308 Pleasant Knoll Ct,RES,308,Pleasant Knoll,,,1,Newark,DE,19711,NEWCASTLEDE,30905,,THE RIDGE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$170 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524558,41 Ferncliff Rd,RES,41,Ferncliff,,North Dillwyn Road,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005888,85 Dallas Ave,RES,85,Dallas,,,,Newark,DE,19711,NEWCASTLEDE,30905,,DEVON PLACE,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000619,117 Galloway Ct W,RES,117,Galloway,,,,Newark,DE,19711,NEWCASTLEDE,30905,,ABBOTSFORD,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,Yes,$60 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006054,8 Panorama Dr,RES,8,Panorama,,NOTTINGHAM,,Newark,DE,19711,NEWCASTLEDE,30905,,WOODMERE,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526158,22 Millwright Dr,RES,22,Millwright,,Old Manor Rd,,Newark,DE,19711,NEWCASTLEDE,30905,,OLD MILL MANOR,Christina,Maclary,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008388,1001 Barksdale Rd,RES,1001,Barksdale,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CHERRY HILL,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011118,31 Old Manor Rd,RES,31,Old Manor,,Red Mill Road,,Newark,DE,19711,NEWCASTLEDE,30905,,OLD MILL MANOR,Christina,Maclary,Shue-Medill,Newark,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003256,1114 Capitol Trl,RES,1114,Capitol,,KIRKWOOD HWY.,,Newark,DE,19711,NEWCASTLEDE,30905,,DELAPLANE MANOR,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525504,314 Benham Ct,RES,314,Benham,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CLEARVIEW RIDGE,Christina,Wilson,Shue-Medill,Newark,FeeSimple,No,No,Yes,$325 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011148,13 Westfield Dr,RES,13,Westfield,,CASHO MILL,,Newark,DE,19711,NEWCASTLEDE,30905,,WESTFIELD,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011170,2708 Capitol Trl,RES,2708,Capitol,,,,Newark,DE,19711,NEWCASTLEDE,30905,,NONE AVAILABLE,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527334,948 Alexandria Dr,RES,948,Alexandria,,Lehigh,,Newark,DE,19711,NEWCASTLEDE,30905,,DEVON,Christina,West Park Place,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527630,6 Newbrook Rd,RES,6,Newbrook,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527684,5 N Wynwyd Dr,RES,5,Wynwyd,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WOODMERE,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527372,12 Connell Cir,RES,12,Connell,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WESTFIELD,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526980,206 N Dillwyn Rd,RES,206,Dillwyn,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001348,1303 Casho Mill Rd,RES,1303,Casho Mill,,,,Newark,DE,19711,NEWCASTLEDE,30905,,WESTFIELD,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000794,609 Benham Ct,RES,609,Benham,,Linden Hill Road,,Newark,DE,19711,NEWCASTLEDE,30905,,CLEARVIEW RIDGE,Christina,,,,FeeSimple,No,No,Yes,$350 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2001156,209 Thomas Ln S,RES,209,Thomas Ln S,,,,Newark,DE,19711,NEWCASTLEDE,30905,,LINDEN WAY,Christina,,,,FeeSimple,No,No,Yes,$450 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007472,5 Julie Ln,RES,5,Julie,,Casho Mill Rd.,,Newark,DE,19711,NEWCASTLEDE,30905,,BARKSDALE ESTATES,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004828,17 Hillcroft Rd,RES,17,Hillcroft,,Dillwyn,,Newark,DE,19711,NEWCASTLEDE,30905,,WINDY HILLS,Christina,Maclary,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002636,907 Rockmoss Ave,RES,907,Rockmoss,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CHERRY HILL,Christina,Downes,Shue-Medill,Newark,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526630,409 Benham Ct,RES,409,Benham,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CLEARVIEW RIDGE,Christina,,,,FeeSimple,No,No,Yes,$350 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526176,706 Lehigh Rd,RES,706,Lehigh,,,,Newark,DE,19711,NEWCASTLEDE,30905,,BINNS,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008462,332 Chickory Way,RES,332,Chickory,,,,Newark,DE,19711,NEWCASTLEDE,30905,,COUNTRY PLACE,Christina,,,,FeeSimple,No,No,Yes,$200 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526454,924 Aster Ave,RES,924,Aster,,,,Newark,DE,19711,NEWCASTLEDE,30905,,CHERRY HILL,Christina,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
