MLSNumber,Address,BuildingName,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,Acres,LotDimensions,LotDescription,FeeIncludes,Age,InteriorSqFt,Interior SqFt Source,AboveGradeSqFt,BelowGradeSqFt,PropertyCondition,Bedrooms,Baths,BathsFull,PartialBaths,Design,Style,NumberofStories,RoomCount,InteriorFeatures,Flooring,Central Air YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,ElectricalSystem,Water,Sewer,Fireplace YN,FireplaceCount,FireplaceFeatures,KitchenAppliancesFeatures,CookingFuel,Other Rooms,LaundryHookUps,Basement YN,BasementType,BasementDescription,BasementFootprintPct,BasementFinishedPct,Garage YN,GarageSpaces,GarageFeatures,Parking,ExteriorFeatures,ExteriorMaterial,Main Roof,Foundation,PorchDeck,SwimmingPoolType,OtherStructures
DENC528002,7 University Ave,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1950,1200,Assessor,1200,0,"VeryGood,Good",3,2,2,,One,Rancher,Main,,"ComboKitchenDining,EntryLevBedrm,KitchenEatIn,KitchenIsland,RecessedLighting,UpgradedCountertops","Carpet,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,No,0,,Stainless Steel Appliances,Stainless Steel Appliances,,MainFlrLndry,No,,,,,No,,Private,Private,,"AluminumSiding,VinylSiding",,Slab,Patios,,
DENC2008774,39 Tyne Dr,,FeeSimple,No,No,Yes,$20 ,Annually,Detached,0.18,60.00 x 127.30,Level,,1964,2235,Assessor,1675,560,VeryGood,4,2,2,,One,Rancher,"Lower1,Main",,"2ndKitchen,ButlersPantry,CeilngFans,ComboDiningLiving,FamRmOffKitchen,KitchenEatIn,KitchenIsland","FullyCarpeted,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dishwasher, Disposal, Dryer, Microwave, Oven - Self Cleaning, Oven/Range - Gas, Refrigerator, Washer, Water Heater","Dishwasher, Disposal, Dryer, Microwave, Oven - Self Cleaning, Oven/Range - Gas, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"Full,FullyFinished,OutsideEntrance","Full,FullyFinished,OutsideEntrance",,,No,,,,"Sidewalks,StreetLights",Brick,,Block,"Decks,Porches",,
DENC527202,30 Karen Ct,,FeeSimple,No,No,No,,,Detached,0.19,65.00 x 128.70,,,1985,1075,Assessor,1075,0,,2,2,1,1,One,Colonial,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,1,,,,,,Yes,"FullyFinished,Partial","FullyFinished,Partial",,,Yes,2,,,,"AluminumSiding,VinylSiding",,,"Decks,Patios",,
DENC2017082,10 Jay Dr,,FeeSimple,No,No,No,,,Detached,0.13,55.00 x 100.00,,,1951,1025,Assessor,1025,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,,1,,,,,,No,,,,,Yes,1,,,,"AluminumSiding,Stone,VinylSiding",,Slab,,,
DENC2012886,4 Candy Ct,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,0.23,56.00 x 114.50,"FrontYard,Level,RearYard,SideYards",UnknownFee,1988,1485,Estimated,1485,0,Excellent,2,1,1,,One,Rancher,Main,5,"Carpet,FloorPlanOpen,KitchenEatIn,Pantry,StallShower","FullyCarpeted,TileBrick",Yes,CentralAC,Electric,HeatPumps,Propane,,Public,PublicSewer,Yes,1,Wood,"Built-In Microwave, Dishwasher, Refrigerator","Built-In Microwave, Dishwasher, Refrigerator",,MainFlrLndry,No,,,,,Yes,1,ConcreteDriveway,ConcreteDriveway,"ExteriorLighting,Sidewalks","AluminumSiding,VinylSiding",Shingle,Slab,Patios,,
DENC2010772,26 Jay Dr,,FeeSimple,No,No,No,,,Detached,0.13,55.00 x 100.00,"FrontYard,RearYard",,1951,1875,Assessor,1875,0,Good,4,1,1,,One,Rancher,Main,,CeilngFans,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,"Built-In Microwave, Built-In Range, Dishwasher, Disposal, ENERGY STAR Refrigerator, Icemaker, Oven/Range - Gas","Built-In Microwave, Built-In Range, Dishwasher, Disposal, ENERGY STAR Refrigerator, Icemaker, Oven/Range - Gas",,,No,,,,,No,,,,,"AluminumSiding,VinylSiding",,CrawlSpace,,,
DENC2010614,109 E Hazeldell Ave,,FeeSimple,No,No,No,,,Detached,0.09,40.00 x 103.50,,,1941,1105,Estimated,1105,0,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,Electric,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,DaylightFull,DaylightFull,,,No,,,,,VinylSiding,,Block,,,
DENC2006922,109 E Franklin Ave,,FeeSimple,No,No,No,,,Detached,0.12,50.00 x 100.10,,,1941,1050,Assessor,1050,0,Excellent,3,1,1,,Two,Colonial,Main,,,,Yes,CentralAC,Central,Central,60PlusGallonTank,,Public,NoSepticSystem,,0,,"Dishwasher, Dual Flush Toilets, Range Hood, Refrigerator, Stainless Steel Appliances, Stove","Dishwasher, Dual Flush Toilets, Range Hood, Refrigerator, Stainless Steel Appliances, Stove",,,Yes,"ConnectingStairway,DaylightPartial,InteriorAccess,PartiallyFinished","ConnectingStairway,DaylightPartial,InteriorAccess,PartiallyFinished",,,No,,,,,Brick,,Other,,,
DENC2006444,105 Louise Rd,,FeeSimple,No,No,No,,,Detached,0.15,87.00 x 137.50,,,1952,1350,Estimated,1350,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,Electric,HotWater,Electric,,Public,NoSepticSystem,,0,,,,,,No,,,,,No,,,,,"AluminumSiding,VinylSiding",,Slab,,,
DENC2004878,18 Lincoln Ave,,FeeSimple,No,No,No,,,Detached,0.72,80.00 x 397.50,,,2004,1525,Assessor,1525,0,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,Electric,Central,Electric,,Public,PrivateSewer,,0,,,,,,No,,,,,Yes,1,,,,"AluminumSiding,VinylSiding",,,,,
DENC2000836,7 Culpepper Ct,,FeeSimple,No,No,No,,,Detached,0.21,45.00 x 111.50,,,1961,1425,Assessor,1425,0,,4,2,1,1,Two,Colonial,Main,,,,Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,Asbestos,,,,,
DENC527608,9 Gainor Rd,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.14,60 X 100,Level,,1952,1025,Assessor,1025,0,,3,1,1,0,One,RaisedRanch,Main,6,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,150Amps,Public,PublicSewer,Yes,1,Insert,,,,,No,,,,,Yes,2,,,Sidewalks,VinylSiding,,Slab,,,
DENC527736,32 Paul Rd,,FeeSimple,No,No,No,,,Detached,0.13,55.00 x 100.00,,,1952,1400,Assessor,1400,0,Good,4,1,1,,OneandaHalf,CapeCod,"Main,Upper1,Upper2,Upper3",7,,Hardwood,Yes,CentralAC,NaturalGas,Central,Electric,,Public,PublicSeptic,,1,,"Dishwasher, Microwave, Oven/Range - Gas","Dishwasher, Microwave, Oven/Range - Gas",,,No,,,,,No,,,,,"Stone,Stucco",,,,,
DENC2006686,18 Dunsinane Dr,,FeeSimple,No,No,No,,,Detached,0.16,,,,1960,3156,Assessor,2100,1056,Good,3,3,1,2,One,Rancher,"Lower1,Main",,KitchenEatIn,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,,,,,LowFlrLndry,Yes,Full,Full,,,No,,,,,Other,,Other,,,
DENC526930,5 Constitution Blvd,,FeeSimple,No,No,No,,,Detached,0.2,62.50 x 127.30,,,1964,1000,Assessor,1000,0,"Excellent,VeryGood",3,1,1,,One,Rancher,Main,,,Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,150Amps,Public,PublicSewer,,1,,"Dryer - Electric, Oven - Single, Refrigerator, Stove, Washer","Dryer - Electric, Oven - Single, Refrigerator, Stove, Washer",,,Yes,Full,Full,,,No,,ConcreteDriveway,ConcreteDriveway,,Brick,"Pitched,Shingle",,,,
DENC2010664,6-A Buttonwood Ave,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.07,0.00 x 0.00,,,2014,1575,Assessor,1575,0,,3,3,2,1,Two,SidebySide,"Lower1,Main,Upper1",,"Attic,BreakfastArea,Carpet,CeilngFans,ComboDiningLiving,FloorPlanOpen,KitchEffic,KitchenIsland,MasterBaths,RecessedLighting,StallShower,TubShower","Carpet,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,No,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer, Water Heater","Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer, Water Heater",,,No,,,,,Yes,1,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",,ConcretePerimeter,,,
DENC2005516,61 E Bellamy Dr,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1968,2165,Assessor,1625,540,Good,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,FullyFinished,FullyFinished,,,No,,,,,Brick,,,,,
DENC527880,27 E Balbach Ave,,FeeSimple,No,No,No,,,Detached,0.17,60.00 x 125.00,,,1958,2164,Assessor,1625,539,,3,1,1,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"100AmpService,CircuitBreakers",Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,VinylSiding,ArchitecturalShingle,,,,
DENC2018024,37 Onaway Pl,,FeeSimple,No,No,No,,,Detached,0.14,55.00 x 110.00,,,1952,1580,Estimated,1580,0,,4,2,2,,One,Rancher,Main,,,"Carpet,CeramicTile,Laminated",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,"Dishwasher, Microwave, Oven/Range - Electric, Water Heater","Dishwasher, Microwave, Oven/Range - Electric, Water Heater",,,No,,,,,No,,,,,VinylSiding,,Slab,,,
DENC2017722,17 Garden Ln,,FeeSimple,No,No,No,,,Detached,0.17,60.00 x 125.00,,,1950,1400,Assessor,1400,0,,3,2,2,,OneandaHalf,CapeCod,"Lower1,Main,Upper1",,,,Yes,CentralAC,Oil,Other,Electric,CircuitBreakers,Public,PublicSewer,,0,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,Sidewalks,"Brick,BrickFront,VinylSiding",,Other,,,
DENC2017250,509 Moores Ln,,FeeSimple,No,No,No,,,Detached,0.2,60.00 x 139.70,Level,,1953,900,Assessor,900,0,,3,1,1,,One,Rancher,Main,,KitchenEatIn,"TileBrick,Wood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"100AmpService,CircuitBreakers","Private,Public",PublicSewer,No,0,,"Dishwasher, Range Hood, Washer/Dryer Stacked","Dishwasher, Range Hood, Washer/Dryer Stacked",,MainFlrLndry,No,,,,,No,,,,,"Asbestos,Frame",,Slab,Decks,,
DENC2012122,4 Gail Rd,,FeeSimple,No,No,No,,,Detached,0.13,55.00 x 100.00,,,1951,1150,Estimated,1150,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Private,PrivateSewer,,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer - Electric, Stainless Steel Appliances, Washer","Built-In Microwave, Dishwasher, Disposal, Dryer - Electric, Stainless Steel Appliances, Washer",,MainFlrLndry,No,,,,,No,,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",,CrawlSpace,,,
DENC2011726,501 West Ave,,FeeSimple,No,No,No,,,Detached,0.18,80.00 x 100.00,"FrontYard,Level,Open,RearYard,SideYards",,1941,1275,Assessor,1275,,,3,2,1,1,Two,Bungalow,"Main,Upper1",8,"EntryLevBedrm,FamRmOffKitchen,KitchenEatIn,TubShower","Vinyl,Wood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,1,Stone,"Built-In Range, Dishwasher","Built-In Range, Dishwasher",,BsmtLaundry,Yes,Full,Full,,,Yes,2,,,,VinylSiding,Shingle,ConcretePerimeter,"Decks,Porches",,
DENC2009710,253 Bassett Ave,,FeeSimple,No,No,No,,,Detached,0.22,52.10 x 151.50,,,1953,2460,Assessor,1725,735,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,Electric,HotWater,Electric,,Public,PublicSewer,,0,,,,,,Yes,FullyFinished,FullyFinished,,,No,,,,,Brick,,BrickMortar,,,
DENC2008378,212 Southerland Dr,,FeeSimple,No,No,No,,,Detached,0.23,80.00 x 125.00,,,1960,2375,Assessor,1800,575,,4,2,2,,Two,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,Block,,,
DENC2008240,102 Donhaven Dr,,FeeSimple,No,No,No,,,Detached,0.17,55.00 x 151.10,,,1952,1550,Assessor,1550,0,Good,4,2,2,0,One,Rancher,Main,9,ButlersPantry,"FullyCarpeted,TileBrick,Wood",Yes,CentralAC,NaturalGas,Central,Electric,200PlusAmpService,Public,PublicSewer,No,0,,Built-In Microwave,Built-In Microwave,,MainFlrLndry,No,,,,,Yes,1,ConcreteDriveway,ConcreteDriveway,"Sidewalks,StreetLights","AluminumSiding,VinylSiding",Shingle,Slab,,,
DENC2007842,15 Prangs Ln,,FeeSimple,No,No,No,,,Detached,0.17,60.00 x 125.00,Level,,1959,1897,Assessor,1425,472,,3,2,1,1,One,Rancher,"Lower1,Main",,,Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,LowFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,,"AluminumSiding,Brick,VinylSiding",,Block,,,
DENC2005518,144 Riverview Dr,,FeeSimple,No,No,No,,,Detached,0.11,50.00 x 100.00,,,1945,2175,Assessor,2175,0,,3,2,2,,Two,Colonial,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,Yes,1,,,,,HasLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,,"AluminumSiding,Brick,VinylSiding",,Slab,,,
DENC527796,312 Wildel Ave,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.17,,,,1957,1620,Estimated,1200,420,,3,2,2,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,1,Wood,,,,"BsmtLaundry,MainFlrLndry",Yes,PartiallyFinished,PartiallyFinished,,,Yes,2,,,StreetLights,"Brick,VinylSiding",,,,,
DENC526488,13 W 3rd St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.03,22 X 59,,,1897,1175,Estimated,1175,0,,2,3,1,2,Two,Victorian,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PrivateSewer,,,,,,,,Yes,Unfinished,Unfinished,,,No,,,,Sidewalks,Brick,,,,,
DENC2015596,914 Gray St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.07,20 x 115,"FrontYard,Level,SideYards",,2002,2030,Estimated,1350,680,,3,3,2,1,Three,CarriageHouse,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,"Community,Public",PublicSewer,No,,,,,,BsmtLaundry,Yes,WalkoutLevel,WalkoutLevel,,,Yes,1,PavedParking,PavedParking,"Sidewalks,StreetLights","AluminumSiding,Brick,VinylSiding",Shingle,Slab,Decks,,
DENC2012266,922 Gray St,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.07,0.00 x 0.00,,,2003,1925,Assessor,1925,0,,3,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,,"Carpet,CeramicTile,Laminated",Yes,CentralAC,NaturalGas,HeatPumps,Electric,200PlusAmpService,Public,PublicSewer,,0,,,,,LowFlrLndry,No,,,,,Yes,1,,,,"Brick,VinylSiding",Shingle,ConcretePerimeter,,,
DENC2018206,303 Stonebridge Blvd,,FeeSimple,No,No,Yes,$353 ,Quarterly,Interior Row/Townhouse,0.03,22.60 x 85.60,,"CommonAreaMaint,Pools,Trash",1991,1675,Assessor,1675,0,,4,3,2,1,Three,Traditional,"Main,Upper1,Upper2",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,,Stainless Steel Appliances,Stainless Steel Appliances,,,No,,,,,Yes,1,,,,"AluminumSiding,VinylSiding",,Slab,,,
DENC2016474,4 Godwin Rd,,FeeSimple,No,No,No,,,Detached,0.21,132.30 x 108.90,,,1952,950,Assessor,950,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,Asbestos,,Other,,,
DENC528536,41 Ivy Ln,,FeeSimple,No,No,No,,,Detached,0.19,100.30 x 87.80,,,1966,1075,Assessor,1075,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,,,,
DENC2022256,23 Lanford Rd,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.18,56.40 x 139.20,,,1986,1325,Assessor,1325,0,,3,2,1,1,Two,"Colonial,Traditional","Main,Upper1",,"DiningArea,Pantry",,Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,Yes,1,,"Built-In Microwave, Dishwasher, Disposal, Dryer, Extra Refrigerator/Freezer, Oven/Range - Electric, Refrigerator, Washer","Built-In Microwave, Dishwasher, Disposal, Dryer, Extra Refrigerator/Freezer, Oven/Range - Electric, Refrigerator, Washer",,,No,,,,,Yes,1,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",Shingle,Slab,,,
DENC2016668,117 Stamm Blvd,,FeeSimple,No,No,No,,,Detached,0.16,65.00 x 105.00,,,1956,1350,Assessor,1350,0,,3,1,1,,One,Rancher,Main,,,"FullyCarpeted,Laminated",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,Yes,1,,"Dishwasher, Dryer, Microwave, Oven/Range - Gas, Refrigerator, Washer","Dishwasher, Dryer, Microwave, Oven/Range - Gas, Refrigerator, Washer",,,No,,,,,No,,,,,"AluminumSiding,VinylSiding",ArchitecturalShingle,Slab,,,
DENC2002870,10 Newport Ave,,FeeSimple,No,No,No,,,Detached,0.91,0.00 x 0.00,,,1930,825,Assessor,825,0,,3,2,1,1,One,RaisedRanch,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,NoSepticSystem,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,VinylSiding,,,,,
DENC526726,704 W 14th St,,FeeSimple,No,No,No,,,Detached,0.17,75.00 x 100.00,"FrontYard,RoadFrontage",,1955,1275,Assessor,1275,0,"Excellent,VeryGood,Good",3,1,1,,Two,Rancher,Main,,,"Hardwood,PartiallyCarpeted",Yes,CentralAC,Electric,ForcedAir,Electric,150Amps,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,Full,Full,,,No,,,,ExteriorLighting,"Brick,Stucco",Asphalt,,"Decks,Porches",,
DENC2017874,615 South St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.06,25.30 x 104.80,Landscaping,,1947,1075,Assessor,1075,0,,3,2,1,1,Two,Colonial,"Main,Upper1",,WoodFloors,,No,None,NaturalGas,HotWater,NaturalGas,,Public,PublicSewer,No,0,,Dishwasher,Dishwasher,,,Yes,Full,Full,,,No,,,,Sidewalks,Brick,,Other,,,
DENC528652,16 N Independence Blvd,NONE AVAILABLE,FeeSimple,No,No,Yes,$,Unknown,Detached,0.15,60'x100',"FrontYard,Level,RearYard",,1963,1275,Assessor,1275,0,,3,1,1,,Two,Colonial,Upper1,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,100AmpService,Public,PublicSewer,No,,,"Dishwasher, Microwave, Oven/Range - Electric, Refrigerator","Dishwasher, Microwave, Oven/Range - Electric, Refrigerator",,,Yes,"Full,Unfinished","Full,Unfinished",,,No,,,,Sidewalks,Other,,Other,,,
DENC527688,30 Crippen Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.22,,,,1961,1600,Assessor,1600,0,,4,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Private,PublicSewer,,,,,,,,Yes,Full,Full,,,Yes,1,,,Sidewalks,"Brick,VinylSiding",,,"Patios,Porches,Screened",,
DENC527652,43 Valley Forge Rd,,FeeSimple,No,No,No,,,Detached,0.18,70.00 x 109.00,,,1982,2499,Assessor,1875,624,,4,2,2,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,No,0,,,,,,Yes,Full,Full,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,,,,
DENC2019032,918 Gray St,,FeeSimple,No,No,Yes,$95 ,Annually,Interior Row/Townhouse,0.05,0.00 x 0.00,,,2003,1925,Assessor,1925,0,,3,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,,"Carpet,Hardwood",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer - Electric, Oven/Range - Electric, Refrigerator, Washer, Water Heater","Built-In Microwave, Dishwasher, Disposal, Dryer - Electric, Oven/Range - Electric, Refrigerator, Washer, Water Heater",,LowFlrLndry,No,,,,,Yes,1,,,,"Brick,VinylSiding",,ConcretePerimeter,,,
DENC2015320,40 Charles Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.15,64.50 x 102.90,,,1991,1625,Assessor,1625,0,,3,3,2,1,Two,Colonial,"Main,Upper1",7,"CeilngFans,FamRmOffKitchen,FormalSeparateDiningRoom,Pantry","Carpet,CeramicTile",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,Yes,1,Mantels,,,,MainFlrLndry,No,,,,,Yes,2,,,Sidewalks,VinylSiding,ArchitecturalShingle,Slab,Decks,,
DENC2010028,312 Pennewill Dr,,FeeSimple,No,No,No,,,Detached,0.14,55.00 x 110.00,,,1953,1100,Assessor,1100,0,VeryGood,3,2,2,,One,Rancher,"Lower1,Main",,,"Carpet,Hardwood",Yes,CentralAC,Oil,HotWater,Electric,,Public,PublicSewer,No,0,,,,,,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,,Brick,,Slab,,,
DENC2009448,317 Feryn Farms Dr,,FeeSimple,No,No,Yes,$100 ,Annually,Detached,0.22,42.00 x 104.30,"BackstoTrees,Culdesac",,1996,1450,Assessor,1450,0,"VeryGood,Good",3,2,2,,One,Rancher,Main,,"CeilngFans,DiningArea,EntryLevBedrm,MasterBaths,WalkinClosets",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,,0,,,,,MainFlrLndry,No,,,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,"AluminumSiding,VinylSiding",,CrawlSpace,Decks,,
DENC526718,56 W 8th St,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.06,20.20 x 129.20,,,1990,1275,Assessor,1275,0,,3,2,2,,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,"Full,FullyFinished","Full,FullyFinished",,,No,,,,,Brick,,,,,
DENC2019954,1080 Old Forge Rd,,FeeSimple,No,No,Yes,$100 ,Annually,End of Row/Townhouse,0.13,35.00 x 120.00,,,1988,1350,Assessor,1350,0,,3,3,2,1,Two,Other,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,BrickMortar,,,
DENC2017308,111 Pennewill Dr,,FeeSimple,No,No,No,,,Detached,0.14,55.00 x 110.00,,,1949,1300,Estimated,1300,0,Excellent,3,2,2,,Two,CapeCod,"Main,Upper1",6,"CeilngFans,ComboKitchenDining,FloorPlanOpen,KitchTableSpce,RecessedLighting,UpgradedCountertops",Laminated,Yes,CentralAC,Electric,HotWater,Electric,,Public,PublicSewer,No,0,,"Built-In Microwave, Dishwasher, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer/Dryer Stacked, Water Heater","Built-In Microwave, Dishwasher, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer/Dryer Stacked, Water Heater",,UpprFlrLndry,No,,,,,Yes,1,,,,Stucco,ArchitecturalShingle,Slab,,,
DENC2014256,1011 Washington St,,FeeSimple,No,No,No,,,Detached,0.2,80.00 x 110.00,,,1976,1400,Assessor,1400,0,,3,1,1,0,One,Rancher,Main,7,"Attic,CeilngFans,ComboKitchenDining,CrownMoldings,EntryLevBedrm,FloorPlanTraditional,Skylights,TubShower,WindowTreatments,WoodFloors","Hardwood,Vinyl",Yes,CentralAC,Oil,ForcedAir,Electric,"110Volts,220Volts,CircuitBreakers",Public,PublicSewer,Yes,1,"BrickFirePl,Insert,Mantels,Wood","Built-In Range, Dishwasher, Dryer, Refrigerator, Washer, Water Heater","Built-In Range, Dishwasher, Dryer, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"DrainageSystem,InteriorAccess,SumpPump,Unfinished,Windows","DrainageSystem,InteriorAccess,SumpPump,Unfinished,Windows",75,0,Yes,1,"ConcreteDriveway,Private","ConcreteDriveway,Private","ExteriorLighting,Sidewalks,StreetLights",Brick,Pitched,"Block,ConcretePerimeter",Porches,,
DENC2011172,209 Sterling Ave,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.36,158 X 100,Level,,1948,1350,Assessor,1350,0,Average,3,1,1,,One,Rancher,Main,7,"CeilngFans,FamRmOffKitchen",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,120240V,Public,PublicSewer,Yes,1,Stone,"Built-In Range, Commercial Range, Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Water Conditioner - Owned","Built-In Range, Commercial Range, Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Water Conditioner - Owned",,BsmtLaundry,Yes,Unfinished,Unfinished,,,Yes,1,PavedParking,PavedParking,"ChimneyCaps,ExtensiveHardscape",Brick,,Block,,,
DENC2008856,23 E Balbach Ave,,FeeSimple,No,No,No,,,Detached,0.17,60.00 x 125.00,,,1958,1969,Assessor,1475,494,,3,1,1,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,,"AluminumSiding,VinylSiding",,Block,,,
