MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,NumberofStories,Central_Air_YN,Water,Basement_YN,Garage_YN,ExteriorMaterial,YearBuilt
DENC524496,449900.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.64,2400.0,2400.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1987
DENC2017718,399900.0,19711,WINDY HILLS,Christina,No,Detached,0.18,3150.0,2650.0,500.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1958
DENC2007030,369900.0,19711,GREENE AT TWIN LAKES,Christina,Yes,End of Row/Townhouse,0.11,2675.0,2675.0,0.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Stone,VinylSiding",2012
DENC2004988,399900.0,19711,MEADOW RUN,Christina,Yes,Detached,1.09,3775.0,2650.0,1125.0,4.0,2.0,"Lower1,Lower2,Main,Upper1",Yes,Well,Yes,Yes,"Brick,Frame",1965
DENC2000762,400000.0,19711,DEACONS WALK,Christina,No,Detached,0.23,2660.0,1760.0,900.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Combination,1972
DENC2000294,399900.0,19711,FAIRFIELD,Christina,No,Detached,0.45,3638.0,2350.0,1288.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1960
DENC2019314,399900.0,19711,HUNTERS RIDGE,Christina,Yes,Detached,0.38,1850.0,1150.0,700.0,4.0,3.0,"Lower1,Main",Yes,Public,No,Yes,Frame,1997
DENC2012192,412000.0,19711,CHRISTINE MANOR,Christina,No,Detached,1.59,1600.0,1600.0,0.0,3.0,2.0,Main,Yes,Well,Yes,Yes,Brick,1955
DENC2000142,349900.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.29,2200.0,2200.0,0.0,4.0,2.0,"Lower1,Lower2,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1964
DENC2011378,420000.0,19711,COACH HILL,Christina,Yes,Detached,0.23,2175.0,2175.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,AluminumSiding,1985
DENC2003620,399000.0,19711,WEST BRANCH,Christina,No,Detached,0.49,2325.0,2325.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1990
DENC2020976,419900.0,19711,BROOKHAVEN,Christina,No,Detached,0.22,2976.0,2500.0,476.0,6.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1963
DENC2017550,414900.0,19711,FAIRFIELD,Christina,No,Detached,0.29,2130.0,2130.0,0.0,5.0,4.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1970
DENC525920,420000.0,19711,WOODMERE,Christina,No,Detached,0.31,2300.0,2300.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1969
DENC2000277,399900.0,19711,CHAPEL HILL,Christina,Yes,Detached,0.23,3299.0,2425.0,874.0,4.0,3.0,"Lower1,Lower3,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1967
DENC2019998,434900.0,19711,YORKTOWNE,Red Clay Consolidated,No,Detached,0.62,2250.0,1950.0,300.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,AluminumSiding,1992
DENC2014610,405000.0,19711,SYCAMORE GARDENS,Christina,No,Detached,0.31,2025.0,2025.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,2013
DENC2012902,425000.0,19711,MIDDLE RUN MANOR,Christina,No,Detached,0.5,2550.0,2550.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,WoodSiding,1987
DENC524126,435000.0,19711,PHILLIPS MILL,Christina,Yes,Detached,0.0,2975.0,2975.0,0.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Stucco,1750
DENC2003726,450000.0,19711,CHRISTINE MANOR,Christina,Yes,Detached,1.5,3658.0,3050.0,608.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Well,Yes,Yes,AluminumSiding,1970
DENC2017972,435000.0,19711,MILFORD CROSSROADS,Christina,No,Detached,0.79,2375.0,2375.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Well,Yes,Yes,VinylSiding,1972
DENC2007346,440000.0,19711,CHAPEL WOODS,Christina,Yes,Detached,0.27,2300.0,2300.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"StickBuilt,VinylSiding",1988
DENC523594,457500.0,19711,NEWARK PRESERVE,Christina,No,Detached,0.17,2850.0,2850.0,0.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",2015
DENC521074,449900.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,1.14,3512.0,2611.0,901.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Well,Yes,Yes,"Brick,VinylSiding",1970
DENC2003752,419900.0,19711,VALLEY STREAM,Christina,No,Detached,0.24,3488.0,2300.0,1188.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,WoodSiding,1987
DENC2011408,400000.0,19711,COACH HILL,Christina,Yes,Detached,0.24,3025.0,2325.0,700.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,CopperPlumbing,CPVCPVC",1986
DENC528444,485000.0,19711,HILLSTREAM I,Red Clay Consolidated,Yes,Detached,1.0,2975.0,2975.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1984
DENC2004030,449900.0,19711,DRUMMOND NORTH,Christina,No,Detached,0.46,2200.0,2200.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1972
DENC2002310,489900.0,19711,RIDGEWOOD GLEN,Christina,No,Detached,0.31,2325.0,2325.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,StickBuilt,1987
DENC2017728,440000.0,19711,COUNTRY HILLS,Christina,No,Detached,0.21,3244.0,2175.0,1069.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1989
DENC2010450,430000.0,19711,DRUMMOND NORTH,Christina,Yes,Detached,0.29,2420.0,2420.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1972
DENC2010226,425000.0,19711,OAKLANDS,Christina,No,Detached,0.5,2040.0,2040.0,0.0,4.0,2.0,Main,Yes,Public,Yes,Yes,"BlownInInsulation,Brick,MixedPlumbing",1963
DENC2006774,420000.0,19711,WOODMERE,Christina,No,Detached,0.23,2225.0,2225.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1970
DENC2007698,440000.0,19711,FAIRFIELD,Christina,No,Detached,0.32,2025.0,2025.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,Other,1965
DENC526882,375000.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.3,2275.0,2275.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1960
DENC2001342,454000.0,19711,GREAT GOOD PLACE,Christina,Yes,Detached,1.67,3275.0,3275.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"BrickFront,VinylSiding",1984
DENC2004888,454900.0,19711,MEADOW RUN,Christina,No,Detached,0.69,2325.0,2325.0,0.0,5.0,4.0,"Lower1,Main",Yes,Other,No,No,Brick,1965
DENC2000816,499900.0,19711,STONE SPRING,Christina,Yes,Detached,0.34,3550.0,3550.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1991
DENC524606,459900.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.26,2500.0,2500.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1993
DENC2000588,459000.0,19711,CORNER KETCH FARM,Christina,No,Detached,1.61,3994.0,3150.0,844.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1960
DENC524934,469900.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.56,2625.0,2625.0,0.0,4.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1987
DENC524816,459900.0,19711,CHRISTIANSTEAD,Christina,Yes,Detached,0.58,4245.0,2525.0,1720.0,4.0,4.0,"Lower1,Main",Yes,Public,Yes,Yes,"Brick,VinylSiding",1990
DENC2000615,459900.0,19711,CHRISTIANSTEAD,Christina,No,Detached,0.66,3665.0,3050.0,615.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1988
DENC2013292,439000.0,19711,DRUMMOND NORTH,Christina,No,Detached,0.28,2075.0,2075.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1973
DENC2001704,449900.0,19711,CREEK BEND,Christina,No,Detached,0.21,3075.0,2325.0,750.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Stone,WoodSiding",1986
DENC2020186,430000.0,19711,WOODMERE,Christina,No,Detached,0.21,2225.0,2225.0,0.0,4.0,3.0,Main,Yes,Public,Yes,Yes,"Brick,Frame",1971
DENC2005360,465000.0,19711,NOTTINGHAM MANOR,Christina,No,Detached,0.34,2200.0,2200.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Stucco",1928
DENC2004586,489900.0,19711,MORNINGSIDE,Christina,No,Detached,0.64,2600.0,2600.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1988
DENC525420,449900.0,19711,CREEK LANDING,Christina,Yes,Detached,0.53,2950.0,2950.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,1989
DENC2019478,445000.0,19711,WOODMERE,Christina,No,Detached,0.29,2250.0,2250.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1969
DENC2000980,469900.0,19711,COVERED BRIDGE FARMS,Christina,No,Detached,0.86,4420.0,2650.0,1770.0,4.0,3.0,"Lower1,Main",Yes,Well,Yes,Yes,"AluminumSiding,Brick",1962
DENC2010680,425000.0,19711,DRUMMOND HILL,Christina,Yes,Detached,0.38,3450.0,2550.0,900.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1970
DENC2001136,479900.0,19711,HOPKINS ESTATES,Christina,Yes,Detached,1.5,2675.0,2675.0,0.0,3.0,3.0,Main,Yes,Well,Yes,Yes,Brick,1960
DENC525484,499900.0,19711,HILLSTREAM,Red Clay Consolidated,No,Detached,0.77,3175.0,3175.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1982
DENC527060,449900.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.74,2350.0,2350.0,0.0,4.0,3.0,"Lower1,Main",Yes,Well,Yes,Yes,Brick,1970
DENC2001370,450000.0,19711,FAIRFIELD,Christina,No,Detached,0.78,2980.0,2200.0,780.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Stone",1978
DENC2009726,525000.0,19711,LAMATAN II,Christina,Yes,Detached,0.77,2550.0,2550.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"AluminumSiding,VinylSiding",1976
DENC2018372,425000.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,1.07,4380.0,3075.0,1305.0,4.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,"Brick,Frame",1975
DENC2003084,479900.0,19711,HUNTERS RIDGE,Christina,Yes,Detached,0.33,3420.0,2850.0,570.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1992
DENC525692,475000.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,0.84,2650.0,2650.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1972
DENC2009416,490000.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.39,2425.0,2425.0,0.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1991
DENC2002872,499900.0,19711,MORNINGSIDE,Christina,Yes,Detached,0.58,2750.0,2750.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1988
DENC2002596,500000.0,19711,TENBY CHASE,Red Clay Consolidated,No,Detached,0.9,3700.0,2950.0,750.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1975
DENC2012134,519900.0,19711,OAKLANDS,Christina,No,Detached,0.29,3100.0,2400.0,700.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1957
DENC2000550,550000.0,19711,HITCHENS FARM,Red Clay Consolidated,No,Detached,0.51,2800.0,2800.0,0.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Stucco,1994
DENC2000297,475000.0,19711,RIDGEWOOD GLEN,Christina,No,Detached,0.32,2650.0,2650.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1989
DENC2001250,499900.0,19711,CHAPEL WOODS,Christina,No,Detached,0.45,2850.0,2300.0,550.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,AluminumSiding,1988
DENC527502,490000.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,No,Detached,0.52,2625.0,2625.0,0.0,4.0,3.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1987
DENC2002124,495000.0,19711,LAMATAN II,Christina,No,Detached,0.79,4325.0,3325.0,1000.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Well,Yes,Yes,"Brick,Frame",1980
DENC2000688,495000.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.51,2625.0,2625.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,AluminumSiding,1986
DENC2005490,504900.0,19711,SPRING MEADOWS,Christina,No,Detached,0.7,2575.0,2575.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1994
DENC2002838,530000.0,19711,LAMATAN II,Christina,No,Detached,0.75,2200.0,2200.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"Mixed,Stucco",1976
DENC2010716,499900.0,19711,HUNT AT LOUVIERS,Christina,Yes,Detached,0.35,2800.0,2800.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Stucco,VinylSiding",1991
DENC2008620,514900.0,19711,STONE SPRING,Christina,Yes,Detached,0.35,3650.0,3650.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,1999
DENC2006084,499000.0,19711,BEECH HILL,Christina,Yes,Detached,0.98,3385.0,2825.0,560.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,BrickVeneer",1989
DENC2001786,560000.0,19711,HILLSTREAM,Red Clay Consolidated,No,Detached,0.85,3300.0,3300.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1985
DENC526724,450000.0,19711,NORTH STAR,Red Clay Consolidated,Yes,Detached,0.94,3604.0,2825.0,779.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1963
DENC526458,489900.0,19711,GRANTCHESTER,Christina,Yes,Detached,0.59,2942.0,2400.0,542.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1993
DENC2000920,492500.0,19711,MIDDLE RUN CROSSIN,Christina,Yes,Detached,0.37,3881.0,2775.0,1106.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1994
DENC2010662,515000.0,19711,MIDDLE RUN CROSSIN,Christina,Yes,Detached,0.35,2625.0,2625.0,0.0,4.0,3.0,"Main,Upper1",Yes,PvtCoComWtr,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1996
DENC2000994,474900.0,19711,CHRISTIANSTEAD,Christina,Yes,Detached,0.65,4719.0,3675.0,1044.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1995
DENC2001064,469900.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.85,3168.0,2375.0,793.0,4.0,3.0,"Lower1,Main",Yes,Well,Yes,Yes,Frame,1965
DENC528460,494999.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.68,3110.0,3110.0,0.0,5.0,3.0,"Lower1,Main",Yes,Well,Yes,Yes,"Brick,VinylSiding",2004
DENC2018428,510000.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.63,2625.0,2625.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,VinylSiding",1987
DENC2006452,445000.0,19711,CHIPPENHAM WOODS,Christina,No,Detached,1.0,3300.0,3300.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"Brick,WoodSiding",1988
DENC2002252,500000.0,19711,LAMBETH RIDING,Red Clay Consolidated,Yes,Detached,0.77,2975.0,2975.0,0.0,5.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1975
DENC2020592,499000.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,0.86,3746.0,2700.0,1046.0,3.0,2.0,Main,Yes,Public,Yes,No,Brick,1958
DENC2011078,539900.0,19711,WOODRIDGE,Red Clay Consolidated,Yes,Detached,0.77,4965.0,3875.0,1090.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,WoodSiding,1990
DENC2006204,535000.0,19711,EST OF CORNER KETC,Christina,Yes,Detached,0.55,2975.0,2975.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1993
DENC525834,494000.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.96,6222.0,4150.0,2072.0,5.0,3.0,"Lower1,Main",Yes,Well,Yes,Yes,Frame,1976
DENC2018746,500000.0,19711,FOX LANE,Christina,Yes,Detached,1.41,2850.0,2850.0,0.0,4.0,3.0,Main,Yes,Well,Yes,Yes,Brick,1965
DENC2004408,510000.0,19711,LAMBETH RIDING,Red Clay Consolidated,No,Detached,0.78,2700.0,2700.0,0.0,4.0,3.0,Main,Yes,Other,Yes,Yes,"Brick,VinylSiding",1976
DENC528630,525000.0,19711,MORNINGSIDE,Christina,Yes,Detached,0.56,2600.0,2600.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1988
DENC2004686,515000.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.25,3750.0,3200.0,550.0,6.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"BrickVeneer,VinylSiding",1993
DENC525908,489900.0,19711,RIDGEWOOD GLEN,Christina,No,Detached,0.31,2675.0,2675.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1988
DENC2008376,519000.0,19711,MIDDLE RUN CROSSIN,Christina,Yes,Detached,0.38,4524.0,3750.0,774.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1995
DENC2019244,469900.0,19711,CHRISTIANSTEAD,Christina,Yes,Detached,0.59,3025.0,3025.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1988
DENC2003064,499000.0,19711,GRANTCHESTER,Christina,No,Detached,0.5,2636.0,2636.0,0.0,4.0,3.0,Main,Yes,Public,Yes,Yes,"Brick,VinylSiding",1995
DENC2003902,525000.0,19711,OAKLANDS,Christina,No,Detached,0.62,3200.0,3200.0,0.0,5.0,4.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1959
DENC526370,494900.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.28,4505.0,3725.0,780.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1994
DENC523558,517500.0,19711,CREEK LANDING,Christina,Yes,Detached,0.54,3775.0,3775.0,0.0,4.0,4.0,"Main,Upper1",Yes,Public,Yes,Yes,"Cedar,Stone",1991
DENC2018524,525000.0,19711,STONE SPRING,Christina,Yes,Detached,0.49,3050.0,3050.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1996
DENC2000159,519000.0,19711,BEECH HILL,Christina,No,Detached,0.37,3800.0,2775.0,1025.0,4.0,4.0,"Lower1,Lower2,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1992
DENC2005852,539995.0,19711,LAMBETH RIDING,Red Clay Consolidated,Yes,Detached,0.91,4068.0,3600.0,468.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1983
DENC2004080,530000.0,19711,CREEK LANDING,Christina,Yes,Detached,0.36,3550.0,2950.0,600.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Frame,Stone,WoodSiding",1990
DENC526116,529000.0,19711,HILLSTREAM,Red Clay Consolidated,No,Detached,1.02,3550.0,3550.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1981
DENC526408,499900.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.24,3505.0,2875.0,630.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1992
DENC2018132,500000.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.76,2600.0,2600.0,0.0,4.0,3.0,Main,Yes,Private,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1973
DENC2017976,499900.0,19711,MORNINGSIDE,Christina,Yes,Detached,0.66,2375.0,2375.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1988
DENC2003402,582000.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.5,3400.0,3300.0,100.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1994
DENC528726,575000.0,19711,YEATMANS MILL,Red Clay Consolidated,No,Detached,1.0,3700.0,3700.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"Brick,VinylSiding",1995
DENC526452,529900.0,19711,MIDDLE RUN CROSSIN,Christina,Yes,Detached,0.38,2400.0,2400.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1998
DENC524206,534900.0,19711,CREEK LANDING,Christina,Yes,Detached,0.42,3500.0,2850.0,650.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,1990
DENC524026,499900.0,19711,YORKTOWNE,Red Clay Consolidated,No,Detached,0.5,2450.0,2450.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Frame,Stone,Stucco,WoodSiding",1987
DENC2022450,475000.0,19711,NOTTINGHAM MANOR,Christina,No,Detached,0.46,2550.0,2550.0,0.0,3.0,3.0,Main,Yes,Public,No,Yes,"Brick,WoodSiding",1956
DENC2017064,499999.0,19711,NEWARK,Christina,No,Detached,0.31,3026.0,2400.0,626.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1951
DENC2012528,589000.0,19711,WINDY HILLS,Christina,Yes,Detached,1.98,7568.0,5300.0,2268.0,7.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1957
DENC2010542,525000.0,19711,BEECH HILL,Christina,Yes,Detached,0.5,2675.0,2675.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1988
DENC2008628,565000.0,19711,HUNT AT LOUVIERS,Christina,No,Detached,0.43,0.0,0.0,0.0,5.0,4.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Stone,VinylSiding",1992
DENC2009376,525000.0,19711,BEECH HILL,Christina,Yes,Detached,0.37,3025.0,3025.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1991
DENC517498,549900.0,19711,CORNER KETCH,Christina,No,Detached,1.17,4025.0,4025.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,1973
DENC2007016,550000.0,19711,WOODS AT LOUVIERS,Christina,No,Detached,0.51,3275.0,3275.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1997
DENC524406,525000.0,19711,CREEK LANDING,Christina,Yes,Detached,0.39,2750.0,2750.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,1999
DENC2004504,549900.0,19711,TENBY CHASE,Red Clay Consolidated,No,Detached,0.85,2625.0,2625.0,0.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1973
DENC523890,560000.0,19711,HUNT AT LOUVIERS,Christina,No,Detached,0.39,3475.0,3475.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1996
DENC2009482,575000.0,19711,WOODRIDGE,Red Clay Consolidated,No,Detached,0.9,3300.0,2900.0,400.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Frame,1988
DENC2004164,519900.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.83,2425.0,2425.0,0.0,4.0,5.0,"Main,Upper1,Upper2",Yes,Well,No,Yes,"AluminumSiding,VinylSiding",2012
DENC528416,565000.0,19711,LAMATAN,Christina,Yes,Detached,0.89,3950.0,3950.0,0.0,4.0,4.0,"Main,Upper1",Yes,Well,Yes,Yes,"Brick,VinylSiding",1971
DENC524664,559900.0,19711,HUNT AT LOUVIERS,Christina,Yes,Detached,0.49,3725.0,3075.0,650.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1992
DENC2000242,520000.0,19711,HUNT AT LOUVIERS,Christina,No,Detached,0.36,2725.0,2725.0,0.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1994
DENC2003204,625000.0,19711,CHRISTIANSTEAD,Christina,No,Detached,0.52,4375.0,3375.0,1000.0,4.0,4.0,"Lower1,Lower2,Main,Upper1",Yes,Public,Yes,Yes,Stucco,1996
DENC2002964,565000.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.58,4150.0,2950.0,1200.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1993
