MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC2002964,565000.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.58,1993.0,4150.0,2950.0,1200.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",87.4,267.9,25265,0.58,1993
DENC2008756,574900.0,19711,CREEK LANDING,Christina,Yes,Detached,0.54,1991.0,3775.0,3775.0,0.0,4.0,4.0,3.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Cedar,Stone",84.5,287.1,23522,0.54,1991
DENC2019054,519900.0,19711,BEECH HILL,Christina,Yes,Detached,0.58,1989.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",90.1,179.9,25265,0.58,1989
DENC2001690,549900.0,19711,HITCHENS FARM,Red Clay Consolidated,Yes,Detached,0.51,1996.0,2700.0,2700.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,100.0,220.0,22216,0.51,1996
DENC528786,580000.0,19711,HUNT AT LOUVIERS,Christina,No,Detached,0.59,1990.0,4834.0,3475.0,1359.0,4.0,3.0,2.0,Three,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSeptic,Yes,Yes,"Stucco,VinylSiding",130.3,220.4,25700,0.59,1990
DENC526620,549500.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.53,1990.0,3265.0,2550.0,715.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",88.3,250.9,23087,0.53,1990
DENC2009204,575000.0,19711,HUNT AT LOUVIERS,Christina,Yes,Detached,0.41,1996.0,2775.0,2775.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",105.3,170.4,17860,0.41,1996
DENC524460,525000.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.52,1993.0,3000.0,3000.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",90.0,256.6,22651,0.52,1993
DENC2021634,538000.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.51,1987.0,3381.0,2625.0,756.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",189.6,115.0,22216,0.51,1987
DENC527046,575000.0,19711,HOPKINS ESTATES,Christina,Yes,Detached,0.64,1967.0,4732.0,2432.0,2300.0,5.0,4.0,3.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"Brick,WoodSiding",117.8,227.7,27878,0.64,1967
DENC523712,599000.0,19711,NEWARK,Christina,No,Detached,0.46,1939.0,3675.0,3675.0,0.0,6.0,5.0,5.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,No,Brick,50.0,297.0,20038,0.46,1939
DENC2015540,562000.0,19711,MIDDLE RUN CROSSIN,Christina,Yes,Detached,0.39,1996.0,2950.0,2950.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",105.0,160.0,16988,0.39,1996
DENC2014686,559000.0,19711,BEECH HILL,Christina,Yes,Detached,0.72,1987.0,2825.0,2825.0,0.0,4.0,3.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"Electric,NaturalGas",HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",100.2,280.5,31363,0.72,1987
DENC525020,550000.0,19711,HILLSTREAM,Red Clay Consolidated,No,Detached,1.0,1988.0,3200.0,3200.0,0.0,5.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,OnSiteSeptic,Yes,Yes,"Brick,VinylSiding",137.4,243.2,43560,1.0,1988
DENC510528,239900.0,19707,COFFEE RUN,Red Clay Consolidated,Yes,Unit/Flat/Apartment,0.0,1973.0,2075.0,2075.0,0.0,3.0,2.0,2.0,Two,Traditional,Main,Yes,CentralAC,Electric,HeatPumpElectricBackUp,NaturalGas,Public,PublicSewer,No,No,Brick,0.0,0.0,0,0.0,1973
DENC502732,225900.0,19707,COFFEE RUN,Red Clay Consolidated,No,Unit/Flat/Apartment,0.0,1974.0,2075.0,2075.0,0.0,2.0,2.0,2.0,One,CondoUnit,Main,Yes,CentralAC,Electric,ForcedAir,Other,Public,PublicSewer,Yes,No,Brick,0.0,0.0,0,0.0,1974
DENC520634,210000.0,19707,WHITEBRIAR,Red Clay Consolidated,No,Detached,0.64,1973.0,1775.0,1775.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",63.2,220.7,27878,0.64,1973
DENC506668,219900.0,19707,COFFEE RUN,Red Clay Consolidated,No,Other,0.0,1973.0,2075.0,2075.0,0.0,2.0,2.0,2.0,Four,CondoUnit,Main,Yes,CentralAC,Electric,Central,Electric,Public,PublicSewer,No,No,Brick,0.0,0.0,0,0.0,1976
DENC507496,219900.0,19707,COFFEE RUN,Red Clay Consolidated,No,Unit/Flat/Apartment,0.0,1977.0,2075.0,2075.0,0.0,2.0,2.0,2.0,One,Traditional,Main,Yes,CentralAC,Electric,90ForcedAir,Electric,Public,PublicSewer,No,No,Brick,0.0,0.0,0,0.0,1977
DENC501852,350000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.52,1850.0,2400.0,2400.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1,Upper2",No,Other,Other,HotWater,None,Well,OnSiteSeptic,Yes,Yes,"Frame,Stone",0.0,0.0,82764,1.9,1850
DENC508156,200000.0,19707,RUNNYMEADE,Red Clay Consolidated,No,Detached,2.0,1930.0,1375.0,1375.0,0.0,3.0,2.0,1.0,Two,Colonial,Main,No,Other,NaturalGas,ForcedAir,NaturalGas,Public,OnSiteSeptic,Yes,No,"AluminumSiding,VinylSiding",0.0,0.0,87120,2.0,1930
DENC517882,235500.0,19707,YORKLYN RIDGE,Red Clay Consolidated,No,Twin/Semi-Detached,0.93,1932.0,1525.0,1525.0,0.0,3.0,1.0,1.0,Two,SidebySide,Main,No,None,PropaneLeased,HotWater,Propane,Well,OnSiteSeptic,Yes,Yes,Frame,73.2,536.8,40510,0.93,1932
DENC507162,280000.0,19707,HICKORY HILLS,Red Clay Consolidated,No,Detached,0.21,1970.0,2932.0,2050.0,882.0,4.0,3.0,2.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSeptic,No,Yes,"Asbestos,Brick",78.0,122.2,9148,0.21,1970
DENC504984,265000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1987.0,1725.0,1725.0,0.0,3.0,3.0,2.0,Four,Contemporary,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",18.0,120.0,2178,0.05,1987
DENC512856,265000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1986.0,1400.0,1400.0,0.0,2.0,3.0,2.0,Two,Other,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",18.0,116.2,2178,0.05,1986
DENC522756,285000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1985.0,1475.0,1475.0,0.0,2.0,2.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,VinylSiding,18.0,120.0,2178,0.05,1985
DENC518912,270000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1986.0,1925.0,1425.0,500.0,3.0,2.0,1.0,TwoandaHalf,Other,"Lower1,Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,No,VinylSiding,18.1,129.7,2178,0.05,1986
DENC522382,280000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1987.0,1700.0,1700.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",No,CeilingFans,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,Combination,18.0,134.2,2614,0.06,1987
DENC519372,275000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1987.0,1725.0,1725.0,0.0,2.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,"Electric,PropaneLeased",HeatPumps,Electric,Public,PublicSewer,Yes,No,VinylSiding,18.0,120.0,2178,0.05,1987
DENC523170,325000.0,19707,VALLEY POINT,Red Clay Consolidated,Yes,End of Row/Townhouse,0.07,1998.0,3200.0,1600.0,1600.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,HeatPumpGasBackUp,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,Brick",29.3,111.8,3049,0.07,1998
DENC499688,284900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1985.0,2075.0,2075.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",40.3,123.1,5227,0.12,1985
DENC520804,275000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1985.0,1825.0,1825.0,0.0,3.0,3.0,1.0,Three,Other,"Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicHookUpAvail,Yes,No,"AluminumSiding,VinylSiding",18.0,127.2,2178,0.05,1985
DENC501442,309900.0,19707,HICKORY HILLS,Red Clay Consolidated,No,Detached,0.23,1969.0,1750.0,1750.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,83.7,120.0,10019,0.23,1969
DENC511868,295000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.57,1965.0,1625.0,1625.0,0.0,3.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,HotWater,Oil,Well,"OnSiteSeptic,Other",No,Yes,Stucco,81.5,310.7,24829,0.57,1965
DENC506818,300000.0,19707,VALLEY POINT,Red Clay Consolidated,Yes,End of Row/Townhouse,0.05,1998.0,1920.0,1600.0,320.0,3.0,3.0,2.0,Three,Other,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",20.0,112.5,2178,0.05,1998
DENC517158,279900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.1,1986.0,2075.0,2075.0,0.0,3.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,"CentralAC,HeatPumps",Electric,"ForcedAir,HeatPumps",Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick",37.9,136.8,4356,0.1,1986
DENC519022,292500.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.16,1987.0,2025.0,2025.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,Brick,58.2,120.0,6970,0.16,1987
DENC500482,325000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.26,1900.0,0.0,0.0,0.0,4.0,3.0,2.0,Two,FarmhouseNationalFolk,"Main,Upper1",Yes,CentralAC,Oil,HotWater,Oil,Well,PublicSewer,Yes,No,VinylSiding,74.5,140.0,11326,0.26,1900
DENC512608,300000.0,19707,SNUFF MILL,Red Clay Consolidated,No,Twin/Semi-Detached,0.27,1923.0,1300.0,1300.0,0.0,3.0,1.0,1.0,Three,Other,Main,Yes,CentralAC,PropaneOwned,ForcedAir,NaturalGas,Well,PrivateSewer,Yes,No,Frame,64.8,190.0,11761,0.27,1923
DENC500798,305000.0,19707,LIMESTONE HILLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1996.0,2311.0,1925.0,386.0,2.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,22.0,101.4,2178,0.05,1996
DENC523856,289900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,No,End of Row/Townhouse,0.18,1985.0,2075.0,2075.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",40.0,140.5,7841,0.18,1985
DENC521416,300000.0,19707,VALLEY POINT,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1998.0,1920.0,1600.0,320.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",20.0,112.5,2178,0.05,1998
DENC508396,339900.0,19707,HICKORY HILLS,Red Clay Consolidated,Yes,Detached,0.2,1969.0,1648.0,1375.0,273.0,3.0,2.0,2.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,70.0,117.4,8712,0.2,1969
DENC499566,315000.0,19707,STENNING WOODS,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.26,1991.0,2675.0,1975.0,700.0,2.0,3.0,2.0,One,Traditional,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",74.6,145.0,11326,0.26,1991
DENC520076,349900.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.64,1950.0,1850.0,1850.0,0.0,4.0,2.0,2.0,One,Rancher,"Lower1,Lower2,Lower3,Main,Upper1,Upper2,Upper3",Yes,CentralAC,Oil,ForcedAir,Electric,Well,"GravitySeptFld,HoldingTank,OnSiteSeptic",Yes,Yes,"Brick,Cedar",130.0,242.5,27878,0.64,1950
DENC518344,309900.0,19707,GATEWAY TOWNHOMES,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1988.0,2375.0,2375.0,0.0,3.0,4.0,3.0,Three,"Traditional,Transitional","Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Frame,19.7,120.0,2178,0.05,1988
DENC510330,349000.0,19707,GATEWAY TOWNHOMES,Red Clay Consolidated,Yes,End of Row/Townhouse,0.09,1988.0,2375.0,2375.0,0.0,3.0,4.0,3.0,TwoandaHalf,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,Combination,30.8,120.0,3920,0.09,1988
DENC524408,359900.0,19707,GATEWAY TOWNHOMES,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1987.0,2100.0,2100.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Frame,41.0,129.0,5227,0.12,1987
DENC509948,350000.0,19707,BON AYRE,Red Clay Consolidated,Yes,Detached,0.37,1983.0,3000.0,3000.0,0.0,3.0,4.0,3.0,OneandaHalf,CapeCod,Main,Yes,CentralAC,NaturalGas,HeatPumps,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",115.0,140.0,16117,0.37,1983
DENC502296,349900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.23,1984.0,1775.0,1775.0,0.0,3.0,2.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,HeatPumpOilBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",79.0,123.2,10019,0.23,1984
DENC511818,385000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.24,1981.0,2100.0,1575.0,525.0,3.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,75.8,120.6,10454,0.24,1981
DENC507944,349900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.26,1979.0,3032.0,2150.0,882.0,3.0,2.0,2.0,OneandaHalf,"Bilevel,Contemporary","Lower1,Main",Yes,CentralAC,"Electric,Oil",HeatPumpOilBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",82.7,156.6,11326,0.26,1979
DENC502694,360000.0,19707,HICKORY HILLS,Red Clay Consolidated,No,Detached,0.23,1969.0,2932.0,2050.0,882.0,4.0,3.0,2.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,Central,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",75.0,115.0,10019,0.23,1969
DENC522478,339900.0,19707,WELLINGTON WEST,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1990.0,3220.0,2300.0,920.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",22.7,100.0,2178,0.05,1990
DENC521462,360000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.26,1980.0,1700.0,1700.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,68.6,150.0,11326,0.26,1980
DENC506820,379900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.27,1979.0,2100.0,2100.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",83.6,156.3,11761,0.27,1979
DENC518674,374900.0,19707,HOCKESSIN MEWS,Red Clay Consolidated,No,Twin/Semi-Detached,0.0,2006.0,2375.0,2375.0,0.0,3.0,3.0,2.0,Two,Contemporary,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,0,0.0,2006
DENC520320,365000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.27,1981.0,1650.0,1650.0,0.0,3.0,2.0,1.0,Three,SplitLevel,"Lower1,Upper1",Yes,CentralAC,Oil,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",128.6,82.4,11761,0.27,1981
DENC512402,379000.0,19707,DENNISON RIDGE,Red Clay Consolidated,No,End of Row/Townhouse,0.11,2011.0,2150.0,2150.0,0.0,3.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,"CeilingFans,CentralAC",Electric,HeatPumpGasBackUp,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,4792,0.11,2011
DENC518610,375000.0,19707,HICKORY HILLS,Red Clay Consolidated,No,Detached,0.18,1971.0,2590.0,1950.0,640.0,4.0,3.0,1.0,Three,Colonial,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,70.0,115.0,7841,0.18,1971
DENC511300,370000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.26,1980.0,1850.0,1850.0,0.0,3.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",85.1,141.1,11326,0.26,1980
DENC512248,365000.0,19707,CHURCH HILL,Red Clay Consolidated,No,Detached,0.73,1995.0,2200.0,2200.0,0.0,4.0,3.0,2.0,One,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Well,PublicSeptic,Yes,No,"AluminumSiding,Brick,VinylSiding",160.0,200.0,31799,0.73,1995
DENC506326,389900.0,19707,CHURCH HILL,Red Clay Consolidated,Yes,Detached,0.97,1969.0,2500.0,2500.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Geothermal,90ForcedAir,Electric,Well,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",229.3,225.0,42253,0.97,1969
DENC492472,430000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.92,1962.0,3509.0,2650.0,859.0,3.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",200.0,200.0,40075,0.92,1962
DENC504812,355000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.27,1980.0,1937.0,1625.0,312.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Other,Public,PublicSewer,Yes,No,"Brick,VinylSiding",92.7,162.1,11761,0.27,1980
DENC510950,379900.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,1.15,1950.0,1800.0,1800.0,0.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,"Electric,Oil","ForcedAir,Other",Electric,Well,PublicSewer,Yes,Yes,Brick,0.0,0.0,50094,1.15,1950
DENC506946,389000.0,19707,TRAD AT PIKE CREEK,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,2014.0,2500.0,2500.0,0.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",0.0,0.0,1742,0.04,2014
DENC507086,389000.0,19707,HOCKESSIN MEWS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.0,2007.0,2191.0,2191.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding",0.0,0.0,0,0.0,2007
DENC506672,389000.0,19707,MONTGOMERY WOODS,Red Clay Consolidated,No,Detached,0.92,1961.0,0.0,0.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,OnSiteSeptic,Yes,Yes,"Brick,Frame",256.5,181.1,40075,0.92,1961
DENC511014,425000.0,19707,CHARTER OAKS,Red Clay Consolidated,No,Detached,0.33,1980.0,3225.0,1843.0,1382.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Community,PublicSewer,Yes,Yes,"Brick,VinylSiding",100.0,182.2,14375,0.33,1980
DENC507094,379000.0,19707,GATEWAY FARMS,Red Clay Consolidated,No,Detached,0.49,1966.0,1850.0,1850.0,0.0,4.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",128.8,153.5,21344,0.49,1966
DENC512666,389900.0,19707,STENNING WOODS,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.2,1999.0,2250.0,2250.0,0.0,3.0,3.0,2.0,OneandaHalf,SidebySide,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,37.8,122.4,8712,0.2,1992
DENC524612,375000.0,19707,STENNING WOODS,Red Clay Consolidated,No,Detached,0.2,1993.0,2944.0,1475.0,1469.0,3.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",60.0,150.8,8712,0.2,1993
DENC520838,389900.0,19707,HOCKESSIN MEWS,Red Clay Consolidated,No,Interior Row/Townhouse,0.0,2006.0,2500.0,2150.0,350.0,3.0,3.0,2.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,0,0.0,2006
DENC513038,399900.0,19707,TRAD AT PIKE CREEK,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,2014.0,2600.0,2600.0,0.0,3.0,4.0,3.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",0.0,0.0,2178,0.05,2014
DENC517846,435000.0,19707,BON AYRE,Red Clay Consolidated,Yes,Detached,0.34,1974.0,0.0,0.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,AluminumSiding,133.1,134.9,14810,0.34,1969
DENC507626,429900.0,19707,WESTWOODS,Red Clay Consolidated,Yes,Detached,0.31,1993.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,90.0,148.8,13504,0.31,1993
DENC508154,424900.0,19707,VALLEY VIEW,Red Clay Consolidated,No,Detached,0.69,1956.0,3150.0,2450.0,700.0,3.0,4.0,3.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,OnSiteSeptic,Yes,Yes,Brick,150.0,200.0,30056,0.69,1956
