Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
349000.0,19711,CHAPEL HILL,Christina,Yes,Detached,0.23,1966.0,1875.0,1875.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",80.0,125.0,10019,0.23,1966
375000.0,19711,MEADOWDALE,Red Clay Consolidated,No,Detached,0.27,1986.0,2300.0,1800.0,500.0,3.0,3.0,2.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",No,CeilingFans,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,95.3,122.4,11761,0.27,1986
349900.0,19711,FOX FIRE,Christina,Yes,End of Row/Townhouse,0.27,1990.0,3500.0,3500.0,0.0,5.0,4.0,4.0,Three,Contemporary,Main,Yes,CentralAC,"Electric,NaturalGas",HeatPumps,Electric,Public,PublicSewer,Yes,No,"Frame,Stone",70.2,127.2,11761,0.27,1990
375000.0,19711,STAGE ROAD,Christina,No,Detached,0.9,1971.0,2625.0,2625.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick",307.7,236.5,39204,0.9,1971
365000.0,19711,WEST BRANCH,Christina,Yes,Detached,0.36,1989.0,2375.0,2375.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",132.3,147.1,15682,0.36,1989
350000.0,19711,MORNINGSIDE,Christina,Yes,Detached,0.5,1988.0,2550.0,2550.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",92.7,233.7,21780,0.5,1988
349900.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.25,1960.0,3670.0,2600.0,1070.0,4.0,3.0,2.0,Four,"Contemporary,SplitLevel","Lower1,Main,Upper1,Upper2",Yes,CentralAC,"NaturalGas,Wood","Central,ForcedAir,WoodBurnStove",NaturalGas,Public,PublicSewer,Yes,No,"Brick,Frame",90.0,120.0,10890,0.25,1960
400000.0,19711,BRISTOL KNOLL,Christina,No,Detached,0.51,1973.0,3175.0,3175.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,90ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,Brick,104.4,218.1,22216,0.51,1973
400000.0,19711,NORTH STAR,Red Clay Consolidated,Yes,Detached,0.69,1963.0,1525.0,1525.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,"CeilingFans,CentralAC","Electric,Oil","BaseboardHotWater,ForcedAir",Electric,Public,OnSiteSeptic,Yes,Yes,"Brick,WoodSiding",150.0,200.0,30056,0.69,1963
455000.0,19711,SILVERWOOD,Christina,Yes,Detached,0.38,1992.0,2875.0,2875.0,0.0,4.0,3.0,2.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,"Electric,NaturalGas","ForcedAir,HeatPumpGasBackUp",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stucco,VinylSiding",95.0,176.4,16553,0.38,1992
375000.0,19711,NONE AVAILABLE,Christina,No,Detached,0.34,1949.0,2150.0,2150.0,0.0,3.0,4.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,"HotWater,Other",Electric,Public,NoSepticSystem,Yes,Yes,Brick,100.0,150.0,14810,0.34,1949
399900.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.27,1959.0,3392.0,2300.0,1092.0,3.0,2.0,2.0,Four,"Colonial,SplitLevel","Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Private,PublicSewer,Yes,Yes,"Brick,Frame",80.0,138.5,11761,0.27,1959
359900.0,19711,OAKLANDS,Christina,No,Detached,0.29,1962.0,2275.0,2275.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSeptic,Yes,Yes,"Brick,VinylSiding",100.0,125.0,12632,0.29,1962
375000.0,19711,AMARANTH,Christina,No,Detached,1.0,1988.0,3000.0,3000.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,PropaneLeased,ForcedAir,Electric,Well,"OnSiteSeptic,SepticPermitIssued",Yes,Yes,"Brick,VinylSiding",204.3,194.8,43560,1.0,1988
389900.0,19711,TIP TOP FARMS,Christina,No,Detached,0.44,1965.0,4470.0,2925.0,1545.0,4.0,3.0,3.0,Two,Rancher,"Lower1,Main",Yes,"CeilingFans,CentralAC,WindowUnits",Oil,BaseboardHotWater,Oil,Well,GravitySeptFld,Yes,Yes,Brick,100.0,186.9,19166,0.44,1965
375000.0,19711,OAKLANDS,Christina,No,Detached,0.42,1960.0,2977.0,2125.0,852.0,3.0,3.0,3.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Block,Brick",80.0,260.8,18295,0.42,1960
364900.0,19711,FAIRFIELD,Christina,No,Detached,0.34,1969.0,2125.0,2125.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",143.4,155.8,14810,0.34,1969
364900.0,19711,ABBOTSFORD,Christina,No,Detached,0.15,1994.0,2942.0,2450.0,492.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,60.7,108.4,6534,0.15,1994
409900.0,19711,BERKELEY FARMS,Red Clay Consolidated,No,Detached,1.01,1975.0,2500.0,2500.0,0.0,4.0,4.0,3.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,43996,1.01,1975
374900.0,19711,COVERED BRIDGE FARMS,Christina,No,Detached,0.84,1976.0,2750.0,2750.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",162.6,214.6,36590,0.84,1976
375000.0,19711,TIMBER CREEK,Christina,No,Detached,0.67,1966.0,3000.0,2750.0,250.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Lower2,Lower3,Main,Upper1,Upper2,Upper3",No,Other,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,"AluminumSiding,Asphalt,BattsInsulation,BrickFront,Concrete,Frame,GalvanizedPlumbing,StickBuilt,VinylSiding",75.0,157.6,19166,0.44,1966
349900.0,19711,WEST BRANCH,Christina,Yes,Detached,0.54,1988.0,2575.0,2575.0,0.0,5.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,Radiant",Electric,Public,PublicSewer,Yes,Yes,VinylSiding,83.3,249.9,23522,0.54,1988
475000.0,19711,NONE AVAILABLE,Christina,No,Detached,1.43,1960.0,3935.0,2885.0,1050.0,4.0,3.0,3.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,"Oil,PropaneOwned","BaseboardHotWater,Central,ForcedAir,HeatPumpGasBackUp",Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",114.4,473.7,62291,1.43,1960
365000.0,19711,OAKLANDS,Christina,No,Detached,0.36,1968.0,2150.0,2150.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"BrickFront,VinylSiding",100.0,189.1,15682,0.36,1968
380000.0,19711,NEWARK,Christina,No,Detached,0.16,1940.0,2360.0,2360.0,0.0,4.0,4.0,3.0,Three,Colonial,"Main,Upper1,Upper2",Yes,"CentralAC,Zoned",NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,6969,0.16,1940
381900.0,19711,WEST BRANCH,Christina,No,Detached,0.38,1990.0,2550.0,2550.0,0.0,5.0,3.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,87.5,173.0,16553,0.38,1990
399990.0,19711,PRESTWICK FARMS,Christina,Yes,Detached,0.23,2014.0,2575.0,2575.0,0.0,5.0,3.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,10019,0.23,2014
389900.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,0.94,1969.0,1950.0,1950.0,0.0,4.0,3.0,3.0,One,Rancher,Main,Yes,CentralAC,Oil,HotWater,Electric,Public,GravitySeptFld,Yes,Yes,"AluminumSiding,Brick,CopperPlumbing",150.0,275.0,40946,0.94,1969
399900.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.28,1960.0,2700.0,2500.0,200.0,5.0,4.0,3.0,Three,"Colonial,SplitLevel","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,100.0,120.0,12196,0.28,1960
389000.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,0.94,1962.0,2000.0,2000.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,SepticExists,Yes,Yes,"AluminumSiding,Brick,VinylSiding",150.0,275.0,40946,0.94,1962
399900.0,19711,HOPKINS ESTATES,Christina,Yes,Detached,1.42,1961.0,2125.0,2125.0,0.0,4.0,3.0,2.0,Two,Colonial,Main,No,WindowUnits,Oil,BaseboardHotWater,Oil,"Private,Well",OnSiteSeptic,Yes,Yes,Frame,225.0,406.6,61855,1.42,1961
360000.0,19711,COUNTRY HILLS,Christina,Yes,Detached,0.21,1988.0,2175.0,2175.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",72.5,108.3,9148,0.21,1988
399900.0,19711,COVERED BRIDGE FARMS,Christina,No,Detached,0.95,1963.0,2838.0,2365.0,473.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,"Electric,Oil,PropaneOwned",HotWater,Electric,Well,SepticExists,Yes,Yes,VinylSiding,202.6,184.4,41382,0.95,1963
385000.0,19711,FAIRFIELD,Christina,No,Detached,0.46,1963.0,2451.0,2175.0,276.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,99.9,202.9,20038,0.46,1963
379900.0,19711,WEST BRANCH,Christina,Yes,Detached,0.4,1987.0,2500.0,2500.0,0.0,4.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,78.5,171.9,17424,0.4,1987
395000.0,19711,MILFORD CROSSROADS,Christina,No,Detached,0.79,1972.0,2375.0,2375.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,VinylSiding",186.2,198.1,34412,0.79,1972
409000.0,19711,RIDGEWOOD GLEN,Christina,No,Detached,0.31,1988.0,3650.0,2650.0,1000.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Block,Concrete,Glass,VinylSiding",90.0,150.0,13504,0.31,1988
420000.0,19711,WASHINGTON HOUSE,Christina,No,Other,0.0,2008.0,0.0,0.0,0.0,3.0,2.0,2.0,One,CondoUnit,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,"Brick,Stone",0.0,0.0,0,0.0,2008
375000.0,19711,MORNINGSIDE,Christina,Yes,Detached,1.1,1988.0,2750.0,2750.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,52.5,233.9,47916,1.1,1988
384900.0,19711,DRUMMOND HILL,Christina,Yes,Detached,0.4,1970.0,2225.0,2225.0,0.0,4.0,3.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"Electric,PropaneLeased",HeatPumps,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",75.0,237.1,17424,0.4,1970
439900.0,19711,LAMATAN II,Christina,Yes,Detached,0.77,1973.0,3100.0,3100.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,NaturalGas,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",130.0,252.6,33541,0.77,1973
425000.0,19711,NOTTINGHAM GREEN,Christina,No,Detached,0.29,1962.0,2350.0,2350.0,0.0,5.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,110.7,120.0,12632,0.29,1962
429900.0,19711,FOX FIRE,Christina,Yes,Detached,0.22,1989.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,VinylSiding,73.3,106.1,9583,0.22,1988
387500.0,19711,TENBY CHASE,Red Clay Consolidated,Yes,Detached,0.86,1973.0,2850.0,2850.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,37462,0.86,1973
420000.0,19711,LAMATAN,Christina,No,Detached,0.75,1976.0,2050.0,2050.0,0.0,3.0,3.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,90ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"AluminumSiding,VinylSiding",135.0,240.6,32670,0.75,1976
425000.0,19711,STAGE ROAD,Christina,No,Detached,0.85,1965.0,3200.0,3200.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,HotWater,NaturalGas,Well,OnSiteSeptic,Yes,Yes,"Brick,Frame",150.9,210.0,37026,0.85,1965
449500.0,19711,BEECH HILL,Christina,Yes,Detached,0.71,1987.0,2650.0,2650.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"NatGasAvail,PropaneOwned",HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",129.1,220.1,30928,0.71,1987
425000.0,19711,OAKLANDS,Christina,No,Detached,0.29,1969.0,3351.0,2700.0,651.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,"CentralAC,DuctlessMiniSplit",PropaneLeased,ForcedAir,Propane,Public,PublicSewer,Yes,Yes,"BrickFront,VinylSiding",100.0,125.0,12632,0.29,1969
425000.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.24,1992.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,95.0,110.0,10454,0.24,1992
399900.0,19711,ROSEVILLE PARK,Christina,No,Detached,0.17,2018.0,3125.0,2325.0,800.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,0.0,0.0,7405,0.17,2018
430000.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,1.03,1973.0,3376.0,2550.0,826.0,5.0,4.0,2.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,Frame,0.0,0.0,44867,1.03,1973
460900.0,19711,OAKLANDS,Christina,No,Detached,0.36,1955.0,2750.0,2750.0,0.0,4.0,3.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSeptic,Yes,No,Stucco,90.0,175.0,15681,0.36,1955
395000.0,19711,COTSWOLD HILLS,Christina,No,Detached,0.5,1993.0,2775.0,2775.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",136.1,236.6,21780,0.5,1993
469900.0,19711,HOPKINS ESTATES,Christina,Yes,Detached,2.87,1961.0,2425.0,2425.0,0.0,5.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,"CentralAC,Zoned",Oil,BaseboardHotWater,Oil,Well,OnSiteSeptic,Yes,No,"Frame,Stone,WoodSiding",209.6,524.5,125017,2.87,1961
445000.0,19711,WEDGE HILLS,Christina,No,Detached,1.02,1969.0,4157.0,3300.0,857.0,5.0,5.0,4.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,"Electric,NaturalGas",Well,OnSiteSeptic,Yes,Yes,"StickBuilt,VinylSiding",0.0,0.0,44431,1.02,1969
419000.0,19711,COVERED BRIDGE FARMS,Christina,No,Detached,1.26,1973.0,3820.0,2750.0,1070.0,4.0,3.0,3.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,"Brick,Frame",218.6,260.8,54886,1.26,1973
439900.0,19711,LAMATAN,Christina,No,Detached,0.79,1973.0,2675.0,2675.0,0.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Well,OnSiteSeptic,Yes,No,AluminumSiding,191.3,181.0,34412,0.79,1973
449900.0,19711,CORNER KETCH FARM,Christina,No,Detached,0.9,1968.0,2900.0,2900.0,0.0,4.0,3.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,OnSiteSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",189.0,208.4,39204,0.9,1968
435000.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.24,1993.0,3250.0,2450.0,800.0,4.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,"BrickFront,VinylSiding",95.0,110.0,10454,0.24,1993
449900.0,19711,COTSWOLD HILLS,Christina,Yes,Detached,0.5,1993.0,3686.0,3050.0,636.0,4.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,159.1,223.7,21780,0.5,1993
432500.0,19711,COTSWOLD HILLS,Christina,No,Detached,0.51,1993.0,2500.0,2500.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",131.0,181.9,22216,0.51,1993
435000.0,19711,RIDGEWOOD GLEN,Christina,No,Detached,0.42,1989.0,2650.0,2650.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,72.4,184.8,18295,0.42,1989
440000.0,19711,NONE AVAILABLE,Christina,No,Detached,0.2,1930.0,1925.0,1925.0,0.0,4.0,2.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,"CentralAC,Zoned",NaturalGas,"90ForcedAir,Central,ProgrammableThermostat,Zoned",NaturalGas,Public,PublicSewer,Yes,Yes,Frame,55.0,160.0,8712,0.2,1930
469900.0,19711,THISTLEBERRY FARMS,Red Clay Consolidated,No,Detached,0.5,1987.0,2400.0,2400.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",85.7,255.0,21780,0.5,1987
449900.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.55,1987.0,4000.0,2625.0,1375.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSeptic,Yes,Yes,Brick,120.0,186.1,23958,0.55,1987
434900.0,19711,CHRISTIANSTEAD,Christina,Yes,Detached,0.5,1987.0,3250.0,3250.0,0.0,4.0,3.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",123.8,188.1,21780,0.5,1987
439900.0,19711,FOX FIRE,Christina,Yes,Detached,0.28,1988.0,2775.0,2775.0,0.0,4.0,3.0,3.0,OneandaHalf,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding,WoodSiding",101.8,115.2,12197,0.28,1988
449900.0,19711,HUNTERS RIDGE,Christina,Yes,Detached,0.47,1990.0,3325.0,2575.0,750.0,4.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,44.5,184.5,20473,0.47,1990
449900.0,19711,LAMBETH RIDING,Red Clay Consolidated,Yes,Detached,0.79,1975.0,2300.0,2300.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,"HoldingTank,PublicSeptic",Yes,Yes,"AluminumSiding,Brick,VinylSiding",139.7,252.6,34412,0.79,1975
449000.0,19711,RIDGEWOOD GLEN,Red Clay Consolidated,No,Detached,0.29,1988.0,2649.0,2649.0,0.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,85.0,150.0,12632,0.29,1988
449000.0,19711,COVERED BRIDGE FARMS,Christina,Yes,Detached,0.82,1971.0,2450.0,2450.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,AluminumSiding,151.3,242.0,35719,0.82,1971
449900.0,19711,CHRISTIANSTEAD,Christina,Yes,Detached,0.56,1992.0,3250.0,3250.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",170.5,147.8,24394,0.56,1992
460000.0,19711,NONE AVAILABLE,Christina,No,Detached,1.52,1988.0,4000.0,4000.0,0.0,4.0,4.0,3.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Propane,Well,SepticExists,Yes,Yes,"Brick,Frame",155.0,429.9,66211,1.52,1988
444900.0,19711,POSSUM PARK WOODS,Christina,Yes,Detached,1.0,1990.0,2875.0,2875.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",43.8,331.8,43560,1.0,1990
464900.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,No,Detached,0.51,1987.0,4000.0,2625.0,1375.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,115.0,226.3,22216,0.51,1987
439900.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.28,1990.0,2600.0,2600.0,0.0,5.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",101.4,111.9,12196,0.28,1990
460000.0,19711,SMITH MILL FARMS,Christina,No,Detached,0.34,1985.0,2950.0,2950.0,0.0,4.0,3.0,3.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Cedar,Stone,VinylSiding",58.5,180.3,14810,0.34,1985
457700.0,19711,NONANTUM MILLS,Christina,Yes,Detached,0.25,1995.0,3325.0,2825.0,500.0,5.0,4.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,"InstantHotWater,NaturalGas,Tankless",Public,PublicSewer,Yes,Yes,Combination,100.0,110.0,10890,0.25,1995
470000.0,19711,GRANTCHESTER,Christina,Yes,Detached,0.52,1990.0,2575.0,2575.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",115.9,250.5,22651,0.52,1990
465000.0,19711,NORTH STAR,Red Clay Consolidated,No,Detached,2.09,1965.0,2200.0,2200.0,0.0,5.0,4.0,3.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Propane,Public,GravitySeptFld,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,91040,2.09,1965
455000.0,19711,EST OF CORNER KETC,Christina,No,Detached,0.58,1992.0,3300.0,3300.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",98.9,205.5,25265,0.58,1992
459900.0,19711,CHESTNUT VALLEY,Red Clay Consolidated,Yes,Detached,0.71,1987.0,2625.0,2625.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,AluminumSiding,135.6,331.4,30928,0.71,1987
