MLSNumber,Address,Status,Sold_Price,Sold_Price_less_Concession,Orig_List_Price,Current_List_Price,Days_on_Market,Previous_Days_on_Market,ListDate,StatusDate,Agreement_of_Sale_Date,SettledDate,Concessions_YN,Concessions_Remarks,SellerConcessionsAmount,FinalFinancing
DENC516874,301 Pleasant Knoll Ct,Closed,240000.0,239500.0,249900.0,239900.0,34.0,34.0,2020-12-02,2021-02-06,2021-01-03,2021-02-02,Yes,,500.0,VA
DENC511806,117 Casho Mill Rd,Closed,240000.0,240000.0,240000.0,240000.0,1.0,1.0,2020-10-19,2020-12-09,2020-10-20,2020-12-09,No,,0.0,Conventional
DENC503478,13 Brookmeade Rd,Closed,240000.0,240000.0,229900.0,229900.0,7.0,7.0,2020-06-18,2020-09-10,2020-07-20,2020-09-10,No,,0.0,VA
DENC505558,2 E Shetland Ct,Closed,240400.0,240400.0,239900.0,239900.0,5.0,5.0,2020-07-21,2020-09-18,2020-07-25,2020-09-18,No,,0.0,Conventional
DENC510012,38 Spring Lake Dr,Closed,241000.0,241000.0,235000.0,235000.0,5.0,5.0,2020-09-27,2020-10-30,2020-10-01,2020-10-30,No,,0.0,Conventional
DENC523930,106 Phyllis Dr,Closed,245000.0,245000.0,235000.0,235000.0,9.0,9.0,2021-04-06,2021-05-24,2021-04-19,2021-05-24,No,,0.0,Conventional
DENC522832,717 Elkton Rd,Closed,245000.0,245000.0,225000.0,225000.0,6.0,6.0,2021-03-26,2021-04-29,2021-03-30,2021-04-29,No,,0.0,Conventional
DENC511238,270 Green Ln,Closed,245000.0,245000.0,234900.0,244900.0,6.0,6.0,2020-10-15,2020-11-30,2020-10-20,2020-11-30,No,,0.0,Conventional
DENC509404,33 Thornhollow Rd,Closed,245000.0,240000.0,259900.0,245000.0,15.0,15.0,2020-09-20,2020-11-18,2020-10-04,2020-11-17,Yes,,5000.0,VA
DENC506026,10 McCann Rd,Closed,245000.0,245000.0,239900.0,245000.0,2.0,2.0,2020-07-28,2020-09-04,2020-07-29,2020-09-04,No,,0.0,Conventional
DENC502292,317 Pleasant Knoll Ct,Closed,245000.0,245000.0,274900.0,258500.0,64.0,64.0,2020-05-31,2020-09-03,2020-07-31,2020-08-28,No,,0.0,Cash
DENC500180,932 Quail Ln,Closed,245000.0,237650.0,245000.0,245000.0,1.0,1.0,2020-05-08,2020-06-22,2020-05-08,2020-06-19,Yes,,7350.0,VA
DENC511414,207 Capitol Trl,Closed,245200.0,235500.0,240000.0,240000.0,5.0,5.0,2020-10-20,2020-12-17,2020-10-24,2020-12-11,Yes,,9700.0,FHA
DENC520540,139 Upper Valley Ln,Closed,246500.0,237500.0,246500.0,246500.0,25.0,25.0,2021-02-06,2021-05-07,2021-03-02,2021-05-03,Yes,,9000.0,FHA
DENC519008,110 Rockrose Dr,Closed,247500.0,247500.0,235000.0,235000.0,16.0,16.0,2021-01-07,2021-04-01,2021-01-22,2021-03-26,No,,0.0,Cash
DENC503162,510 Benham Ct,Closed,248000.0,248000.0,245000.0,255000.0,3.0,3.0,2020-06-15,2020-07-16,2020-06-17,2020-07-13,No,,0.0,Conventional
DENC500546,32 Rose Cir,Closed,248000.0,248000.0,244900.0,248000.0,8.0,8.0,2020-05-04,2020-07-07,2020-05-27,2020-07-06,No,,0.0,Conventional
DENC510406,35 Fremont Rd,Closed,249900.0,249900.0,249900.0,249900.0,9.0,9.0,2020-11-02,2020-12-16,2020-11-10,2020-12-16,No,,0.0,Conventional
DENC504662,400 Capitol Trl,Closed,249900.0,249900.0,249900.0,249900.0,6.0,6.0,2020-07-07,2020-09-08,2020-07-12,2020-09-08,No,,0.0,FHA
DENC512880,412 3rd. St,Closed,250000.0,250000.0,235000.0,235000.0,3.0,3.0,2020-11-13,2021-01-04,2020-11-15,2020-12-31,No,,0.0,VA
DENC512628,116 E Green Valley Cir,Closed,250000.0,250000.0,237500.0,237500.0,6.0,6.0,2020-11-04,2020-12-23,2020-11-09,2020-12-21,No,,0.0,FHA203b
DENC512330,502 Paisley Pl,Closed,250000.0,250000.0,239900.0,239900.0,5.0,5.0,2020-10-30,2020-12-18,2020-11-02,2020-12-18,No,,0.0,Conventional
DENC510322,13 Tantallon Ct,Closed,250000.0,250000.0,245000.0,245000.0,2.0,2.0,2020-10-05,2020-11-04,2020-10-05,2020-11-03,No,,0.0,Conventional
DENC508608,309 Benham Ct,Closed,250000.0,250000.0,245000.0,250000.0,2.0,2.0,2020-09-07,2020-10-10,2020-09-08,2020-10-09,No,,0.0,Conventional
DENC506944,612 Tamara Cir,Closed,250000.0,250000.0,239900.0,239900.0,3.0,3.0,2020-08-10,2020-10-01,2020-08-13,2020-10-01,No,,0.0,FHA
DENC504766,50 Green Ridge Rd,Closed,250000.0,250000.0,239900.0,239900.0,5.0,5.0,2020-07-09,2020-08-06,2020-07-12,2020-08-06,No,,0.0,Conventional
DENC502944,965 Alexandria Dr,Closed,250000.0,250000.0,235000.0,250000.0,2.0,2.0,2020-06-12,2020-07-31,2020-06-13,2020-07-31,No,,0.0,Conventional
DENC501676,915 Kenilworth Ave,Closed,250000.0,250000.0,245000.0,245000.0,4.0,4.0,2020-05-21,2020-07-02,2020-05-23,2020-07-02,No,,0.0,Conventional
DENC508462,15 Phyllis Dr,Closed,251000.0,251000.0,229900.0,229900.0,6.0,6.0,2020-09-11,2020-10-27,2020-09-15,2020-10-27,No,,0.0,VA
DENC509482,284 Green Ln,Closed,252000.0,252000.0,229900.0,252000.0,5.0,5.0,2020-09-18,2020-11-05,2020-10-21,2020-10-30,No,,0.0,Conventional
DENC518046,8 Squirrel Ln,Closed,253000.0,249900.0,249900.0,253000.0,5.0,5.0,2020-12-10,2021-01-29,2020-12-15,2021-01-29,Yes,Seller Credit,3100.0,Conventional
DENC501342,304 Darwin Dr,Closed,253500.0,253500.0,249900.0,253500.0,3.0,3.0,2020-05-15,2020-06-19,2020-05-17,2020-06-18,No,,0.0,Conventional
DENC498374,60 Shull Dr,Closed,253500.0,247500.0,259900.0,254900.0,36.0,36.0,2020-03-18,2020-06-12,2020-04-23,2020-06-08,Yes,,6000.0,Conventional
DENC510620,102 Chadd Rd,Closed,254000.0,254000.0,245900.0,257000.0,5.0,5.0,2020-10-09,2020-11-23,2020-10-13,2020-11-23,No,,0.0,Conventional
DENC505314,49 Millwright Dr,Closed,255000.0,255000.0,239999.0,255000.0,4.0,4.0,2020-07-20,2020-08-31,2020-07-23,2020-08-31,No,,0.0,Conventional
DENC506844,112 Durso Dr,Closed,257000.0,257000.0,237500.0,257000.0,2.0,2.0,2020-08-12,2020-09-19,2020-08-13,2020-09-18,No,,0.0,Conventional
DENC508312,408 Benham Ct,Closed,258000.0,258000.0,264900.0,264900.0,9.0,9.0,2020-09-11,2020-11-16,2020-09-19,2020-11-13,No,,0.0,Conventional
DENC499476,829 Lehigh Rd,Closed,259000.0,252000.0,259000.0,259000.0,12.0,12.0,2020-04-09,2020-06-17,2020-04-18,2020-06-05,Yes,,7000.0,FHA
DENC501576,34 Red Mill Rd,Closed,259900.0,259900.0,259900.0,259900.0,4.0,4.0,2020-05-22,2020-07-06,2020-05-28,2020-06-30,No,,0.0,FHA
DENC510294,34 Millwright Dr,Closed,260000.0,259250.0,259999.0,259999.0,6.0,6.0,2020-10-08,2020-12-01,2020-10-13,2020-11-27,Yes,repair,750.0,Conventional
DENC509904,1010 Ridgewood Ct,Closed,260000.0,260000.0,260000.0,260000.0,5.0,5.0,2020-09-23,2020-11-06,2020-09-27,2020-11-06,No,,0.0,Conventional
DENC508886,62 S Fawn Dr,Closed,260000.0,255000.0,269500.0,260000.0,10.0,10.0,2020-09-10,2020-10-26,2020-09-21,2020-10-23,Yes,,5000.0,Conventional
DENC505570,1306 Barksdale Rd,Closed,260000.0,260000.0,250000.0,250000.0,2.0,2.0,2020-07-21,2020-08-31,2020-07-23,2020-08-28,No,,0.0,Conventional
DENC517072,251 S Dillwyn Rd,Closed,261000.0,260000.0,244900.0,261000.0,4.0,4.0,2020-11-20,2021-01-29,2020-11-23,2021-01-29,Yes,,1000.0,Conventional
DENC519600,205 Murray Rd,Closed,263000.0,263000.0,249900.0,249900.0,6.0,6.0,2021-01-22,2021-02-17,2021-01-24,2021-02-10,No,,0.0,Cash
DENC502316,52 N Fawn Dr,Closed,264000.0,263000.0,265000.0,265000.0,5.0,5.0,2020-06-01,2020-07-17,2020-06-04,2020-07-17,Yes,,1000.0,Conventional
DENC504324,900 Glen Falls Ct,Closed,264500.0,264500.0,264500.0,264500.0,5.0,5.0,2020-07-01,2020-07-31,2020-07-05,2020-07-31,No,,0.0,Cash
DENC513180,209 Roseman Ct,Closed,265000.0,265000.0,264900.0,264900.0,4.0,4.0,2020-11-13,2021-01-15,2020-11-16,2021-01-15,No,,0.0,Conventional
DENC509978,119 White Fawn Rd,Closed,265000.0,255000.0,260000.0,265000.0,29.0,29.0,2020-09-25,2020-11-22,2020-10-19,2020-11-20,Yes,settlement help included a 500 minor repair,10000.0,FHA
DENC509080,306 Tamara Cir,Closed,265000.0,261109.0,250000.0,250000.0,5.0,5.0,2020-09-14,2020-10-26,2020-09-17,2020-10-23,Yes,,3891.0,Conventional
DENC507538,39 Cornwall Dr,Closed,265000.0,265000.0,265000.0,265000.0,1.0,1.0,2020-08-19,2020-10-08,2020-08-19,2020-10-08,No,,0.0,Cash
DENC501784,954 Devon Dr,Closed,265000.0,257050.0,255000.0,255000.0,8.0,8.0,2020-06-10,2020-09-13,2020-07-31,2020-09-11,Yes,,7950.0,Conventional
DENC502002,911 Pickett Ln,Closed,265000.0,265000.0,269000.0,269000.0,7.0,7.0,2020-06-03,2020-08-03,2020-06-09,2020-08-03,No,,0.0,Conventional
DENC502128,907 Pheasant Run,Closed,265000.0,265000.0,265000.0,265000.0,12.0,12.0,2020-05-28,2020-10-09,2020-06-08,2020-08-31,No,,0.0,Conventional
DENC493542,172 Rockrose Dr,Closed,265000.0,256000.0,274900.0,249900.0,68.0,68.0,2020-01-20,2020-06-08,2020-04-29,2020-06-05,Yes,,9000.0,FHA
DENC517640,8 Sheffield Manor Dr,Closed,268000.0,265000.0,259900.0,269900.0,6.0,6.0,2020-12-03,2021-02-02,2020-12-07,2021-01-22,Yes,,3000.0,FHA
DENC511580,55 Boyds Valley Dr,Closed,269000.0,267374.0,259900.0,259900.0,4.0,4.0,2020-10-24,2021-02-08,2020-10-26,2021-02-08,Yes,,1626.0,Conventional
DENC507418,411 Brewster Dr,Closed,269000.0,269000.0,269900.0,269900.0,21.0,21.0,2020-08-28,2020-12-02,2020-10-20,2020-12-01,No,,0.0,FHA
DENC505136,21 Red Mill Rd,Closed,269000.0,260930.0,269000.0,269000.0,7.0,7.0,2020-07-15,2020-08-20,2020-07-20,2020-08-20,Yes,,8070.0,Conventional
DENC494378,198 Quail Ln,Closed,269000.0,269000.0,289500.0,269000.0,106.0,106.0,2020-02-06,2020-06-26,2020-05-20,2020-06-26,No,,0.0,Conventional
DENC508206,100 Emery Ct,Closed,269900.0,269900.0,269900.0,269900.0,5.0,5.0,2020-09-02,2020-09-18,2020-09-06,2020-09-18,No,,0.0,Cash
DENC519234,5 Capitol Pl,Closed,270000.0,270000.0,250000.0,250000.0,4.0,4.0,2021-01-13,2021-02-25,2021-01-15,2021-02-25,No,,0.0,Conventional
DENC512536,200 N Dillwyn Rd,Closed,270000.0,270000.0,259000.0,259000.0,3.0,3.0,2020-11-17,2021-01-20,2020-11-19,2021-01-20,No,,0.0,Cash
DENC505564,106 N Dillwyn Rd,Closed,270000.0,270000.0,265000.0,265000.0,3.0,3.0,2020-07-28,2020-08-31,2020-07-30,2020-08-28,No,,0.0,Conventional
DENC500848,4 S Townview Ln,Closed,270000.0,269700.0,270000.0,270000.0,2.0,2.0,2020-05-08,2020-06-09,2020-05-09,2020-06-09,Yes,,300.0,Conventional
DENC496336,43 Cornwall Dr,Closed,271100.0,268950.0,269000.0,269000.0,5.0,5.0,2020-03-27,2020-06-16,2020-03-31,2020-06-16,Yes,Settlement Help,2150.0,Conventional
DENC517414,54 Spring Lake Dr,Closed,272000.0,272000.0,259900.0,259900.0,7.0,7.0,2020-12-05,2021-03-15,2020-12-08,2021-02-16,No,,0.0,Conventional
DENC497848,203 Sleepy Hollow Ct,Closed,272500.0,272500.0,274900.0,274900.0,34.0,34.0,2020-03-13,2020-07-01,2020-05-25,2020-06-30,No,,0.0,Conventional
DENC506590,42 Foxtail Ct,Closed,273000.0,273000.0,300000.0,285000.0,24.0,24.0,2020-08-07,2020-09-28,2020-08-30,2020-09-28,No,,0.0,Conventional
DENC498342,44 Shull Dr,Closed,274500.0,274500.0,289000.0,279900.0,213.0,213.0,2020-03-18,2020-12-30,2020-10-26,2020-12-30,No,,0.0,Conventional
DENC504222,129 Register Dr,Closed,274628.0,274628.0,269900.0,269900.0,4.0,4.0,2020-07-17,2020-10-01,2020-07-19,2020-09-30,No,,0.0,Conventional
DENC523960,8 Ansonia Ct,Closed,274900.0,274900.0,274900.0,274900.0,7.0,7.0,2021-04-07,2021-05-25,2021-04-14,2021-05-25,No,,0.0,FHA
DENC519186,5 Foxtail Ct,Closed,275000.0,275000.0,275000.0,275000.0,1.0,1.0,2021-01-11,2021-04-21,2021-03-22,2021-04-21,No,,0.0,Conventional
DENC518776,1208 Barksdale Rd,Closed,275000.0,275000.0,275000.0,275000.0,5.0,5.0,2021-01-02,2021-02-26,2021-01-06,2021-02-26,No,,0.0,FHA
DENC518752,23 Candate Ct,Closed,275000.0,275000.0,300000.0,275000.0,43.0,43.0,2021-01-01,2021-04-13,2021-02-20,2021-04-08,No,,0.0,Conventional
DENC518252,13 Shull Dr,Closed,275000.0,275000.0,275000.0,275000.0,5.0,5.0,2021-01-07,2021-02-23,2021-01-12,2021-02-22,No,,0.0,Conventional
DENC518274,120 Meadowood Dr,Closed,275000.0,275000.0,269999.0,269999.0,2.0,2.0,2020-12-17,2021-02-11,2020-12-17,2021-02-05,No,,0.0,FHA
DENC517982,104 White Fawn Rd,Closed,275000.0,275000.0,259900.0,259900.0,5.0,5.0,2020-12-10,2021-01-28,2020-12-13,2021-01-22,No,,0.0,Conventional
DENC516926,258 S Dillwyn Rd,Closed,275000.0,272250.0,260000.0,260000.0,4.0,4.0,2020-11-25,2020-12-31,2020-11-28,2020-12-29,Yes,,2750.0,Conventional
DENC509856,20 Pinedale Rd,Closed,275000.0,275000.0,269900.0,269900.0,3.0,3.0,2020-09-24,2020-11-18,2020-09-26,2020-11-17,No,,0.0,Conventional
DENC506392,1206 Barksdale Rd,Closed,275000.0,273000.0,269000.0,269000.0,7.0,7.0,2020-08-06,2020-09-14,2020-08-09,2020-09-08,Yes,,2000.0,Conventional
DENC502338,103 Delaplane Ave,Closed,276000.0,274000.0,275000.0,275000.0,3.0,3.0,2020-06-07,2020-07-23,2020-06-09,2020-07-23,Yes,,2000.0,Conventional
DENC503260,17 Boyds Valley Dr,Closed,277000.0,277000.0,277000.0,277000.0,12.0,12.0,2020-06-16,2020-09-01,2020-08-01,2020-09-01,No,,0.0,Conventional
DENC503262,113 Meadowood Dr,Closed,277500.0,277500.0,264900.0,277500.0,3.0,3.0,2020-06-18,2020-07-25,2020-06-21,2020-07-24,No,,0.0,Conventional
DENC506304,5 Roxbury Ct,Closed,279900.0,279900.0,279900.0,279900.0,16.0,16.0,2020-08-07,2020-10-30,2020-08-31,2020-10-30,No,,0.0,Conventional
DENC498102,504 Paisley Pl,Closed,279900.0,279900.0,279900.0,279900.0,27.0,27.0,2020-03-16,2020-07-02,2020-04-25,2020-07-02,No,,0.0,Conventional
DENC523314,11 Bisbee Rd,Closed,280000.0,280000.0,265000.0,265000.0,3.0,3.0,2021-04-06,2021-04-30,2021-04-08,2021-04-30,No,,0.0,Cash
DENC518250,5 Roxbury Ct,Closed,280000.0,280000.0,279900.0,277000.0,22.0,22.0,2021-01-06,2021-03-05,2021-01-26,2021-03-05,No,,0.0,FHA
DENC511350,18 Delaplane Ave,Closed,280000.0,280000.0,280000.0,280000.0,3.0,3.0,2020-10-19,2020-11-23,2020-10-21,2020-11-23,No,,0.0,Conventional
DENC508120,22 Brookmeade Rd,Closed,280000.0,276000.0,269900.0,269900.0,3.0,3.0,2020-08-28,2020-10-09,2020-08-29,2020-10-09,Yes,,4000.0,FHA
DENC518842,106 Chadd Rd,Closed,281000.0,279300.0,259900.0,259900.0,6.0,6.0,2021-01-08,2021-03-01,2021-01-12,2021-03-01,Yes,,1700.0,Conventional
DENC500386,719 Harvard Ln,Closed,281000.0,274285.0,269000.0,269000.0,5.0,5.0,2020-04-30,2020-06-24,2020-05-03,2020-06-22,Yes,,6715.0,Cash
DENC503042,393 Phillips Ave,Closed,281500.0,281500.0,274000.0,274000.0,2.0,2.0,2020-06-17,2020-07-31,2020-06-19,2020-07-31,No,,0.0,Cash
DENC513088,116 Brewster Dr,Closed,282500.0,282500.0,285000.0,282500.0,6.0,6.0,2020-11-18,2021-01-05,2020-11-23,2021-01-05,No,,0.0,Cash
DENC499548,412 Darwin Dr,Closed,282511.0,282511.0,282500.0,282500.0,17.0,17.0,2020-04-09,2020-06-11,2020-04-24,2020-06-10,No,,0.0,Conventional
DENC506248,4 Hawthorne Ave,Closed,283000.0,283000.0,274900.0,284900.0,5.0,5.0,2020-07-31,2020-09-14,2020-08-03,2020-09-11,No,,0.0,FHA
DENC501900,45 N Fawn Dr,Closed,284000.0,275480.0,299000.0,289900.0,17.0,17.0,2020-05-28,2020-07-27,2020-06-13,2020-07-27,Yes,Seller assist,8520.0,Conventional
DENC522708,111 Maple Ave,Closed,285000.0,285000.0,269900.0,269900.0,3.0,3.0,2021-03-31,2021-05-05,2021-04-02,2021-05-05,No,,0.0,Conventional
DENC521380,23 Ferncliff Rd,Closed,285000.0,285000.0,294900.0,300000.0,10.0,10.0,2021-02-23,2021-04-09,2021-03-04,2021-04-08,No,,0.0,Conventional
DENC519866,211 S Thomas Ln,Closed,285000.0,285000.0,264900.0,285000.0,3.0,3.0,2021-01-22,2021-03-11,2021-01-24,2021-03-05,No,,0.0,Conventional
DENC519764,220 S Dillwyn Rd,Closed,285000.0,285000.0,272500.0,272500.0,7.0,7.0,2021-01-19,2021-03-02,2021-01-25,2021-03-02,No,,0.0,FHA
DENC507332,303 Tamara Cir,Closed,285000.0,285000.0,285000.0,285000.0,3.0,3.0,2020-08-17,2020-09-30,2020-08-20,2020-09-30,No,,0.0,VA
DENC506730,5 Adelene Ave,Closed,285000.0,277000.0,283900.0,283900.0,5.0,5.0,2020-08-07,2020-09-23,2020-08-10,2020-09-23,Yes,,8000.0,Conventional
DENC503436,208 Sleepy Hollow Ct,Closed,285000.0,279275.0,290000.0,285000.0,13.0,13.0,2020-06-18,2020-08-11,2020-07-09,2020-08-11,Yes,Seller Assist,5725.0,Conventional
DENC504684,205 Darwin Dr,Closed,286000.0,286000.0,284500.0,284500.0,4.0,4.0,2020-07-10,2020-08-22,2020-07-13,2020-08-21,No,,0.0,Conventional
DENC519250,145 Spruce Glen Dr,Closed,286500.0,286500.0,286500.0,286500.0,3.0,3.0,2021-01-21,2021-02-26,2021-01-28,2021-02-26,No,,0.0,Cash
DENC512202,47 N Fawn Dr,Closed,287500.0,287500.0,290000.0,287500.0,23.0,23.0,2020-10-28,2020-12-29,2020-11-18,2020-12-29,No,,0.0,Conventional
DENC517490,14 Withams Rd,Closed,289900.0,289900.0,289900.0,289900.0,4.0,4.0,2020-12-26,2021-02-08,2020-12-28,2021-02-04,No,,0.0,VA
DENC525088,210 Green Ln,Closed,290000.0,290000.0,279900.0,279900.0,4.0,4.0,2021-04-22,2021-06-03,2021-04-26,2021-05-27,No,,0.0,Cash
DENC522626,20 Westfield Dr,Closed,290000.0,290000.0,245000.0,245000.0,5.0,5.0,2021-03-18,2021-05-13,2021-03-22,2021-05-07,No,,0.0,FHA
DENC504800,92 Dallas Ave,Closed,290000.0,280000.0,290000.0,290000.0,11.0,11.0,2020-07-10,2020-08-31,2020-07-19,2020-08-31,Yes,credit,10000.0,VA
DENC504124,903 Devon Dr,Closed,290000.0,290000.0,285000.0,285000.0,5.0,5.0,2020-07-19,2020-08-21,2020-07-23,2020-08-21,No,,0.0,Conventional
DENC493346,5 Fairfield Dr,Closed,290000.0,290000.0,299900.0,299900.0,14.0,14.0,2020-04-26,2020-06-26,2020-05-05,2020-06-23,No,,0.0,Conventional
DENC504972,714 Susquehanna Cir,Closed,291000.0,291000.0,285000.0,285000.0,2.0,2.0,2020-07-17,2020-09-04,2020-07-18,2020-09-04,No,,0.0,Cash
DENC509236,35 Cornwall Dr,Closed,291500.0,291500.0,269999.0,269999.0,4.0,4.0,2020-09-16,2020-11-11,2020-09-19,2020-11-05,No,,0.0,Conventional
DENC508966,38 Lynn Dr,Closed,293000.0,293000.0,299900.0,299900.0,19.0,19.0,2020-09-19,2020-11-30,2020-10-06,2020-11-30,No,,0.0,VA
DENC501144,31 Decker Dr,Closed,294900.0,294900.0,294500.0,294500.0,11.0,11.0,2020-05-14,2020-07-01,2020-05-23,2020-06-30,No,,0.0,FHA203b
DENC521108,19 N Thomas Ln,Closed,295000.0,295000.0,285000.0,295000.0,4.0,4.0,2021-02-26,2021-04-05,2021-03-04,2021-04-05,No,,0.0,Conventional
DENC512304,718 Lehigh Rd,Closed,295000.0,295000.0,290000.0,290000.0,4.0,4.0,2020-11-13,2020-12-28,2020-11-16,2020-12-28,No,,0.0,Conventional
DENC511670,103 Briarcliff Ct,Closed,295000.0,295000.0,289900.0,297900.0,5.0,5.0,2020-10-24,2020-12-01,2020-10-28,2020-11-30,No,,0.0,FHA
DENC504180,150 Spruce Glen Dr,Closed,295000.0,290000.0,285000.0,285000.0,3.0,3.0,2020-06-30,2020-07-30,2020-07-06,2020-07-30,Yes,,5000.0,Conventional
DENC503834,2 Quarry Ln,Closed,295000.0,295000.0,295000.0,295000.0,3.0,3.0,2020-06-24,2020-08-20,2020-06-26,2020-08-20,No,,0.0,Conventional
DENC503810,401 Sierra Ct,Closed,295000.0,294250.0,289000.0,289000.0,4.0,4.0,2020-06-24,2020-08-03,2020-06-27,2020-07-28,Yes,,750.0,Cash
DENC501964,34 Fremont Rd,Closed,295000.0,295000.0,279900.0,284900.0,4.0,4.0,2020-05-26,2020-07-15,2020-05-26,2020-07-09,No,,0.0,Conventional
DENC500408,509 Paisley Pl,Closed,295000.0,292000.0,284900.0,284900.0,19.0,19.0,2020-04-30,2020-06-16,2020-05-17,2020-06-16,Yes,,3000.0,Conventional
DENC498012,905 Rockmoss Ave,Closed,295000.0,286150.0,294900.0,295000.0,89.0,89.0,2020-03-13,2020-07-17,2020-06-16,2020-07-16,Yes,,8850.0,FHA203b
DENC524010,120 Worral Dr,Closed,296000.0,294000.0,299900.0,289900.0,10.0,10.0,2021-04-07,2021-05-24,2021-04-15,2021-05-21,Yes,,2000.0,Conventional
DENC523144,1 Spring Lake Dr,Closed,296000.0,294800.0,285000.0,285000.0,4.0,4.0,2021-03-26,2021-05-24,2021-03-29,2021-05-21,Yes,,1200.0,Cash
DENC510100,17 Aronimink Dr,Closed,299900.0,299900.0,299900.0,299900.0,1.0,1.0,2020-09-28,2020-11-19,2020-09-28,2020-11-19,No,,0.0,Conventional
DENC524082,55 Fremont Rd,Closed,300000.0,300000.0,285000.0,300000.0,7.0,7.0,2021-04-07,2021-05-24,2021-04-13,2021-05-24,No,,0.0,Conventional
DENC521924,17 N Thomas Ln,Closed,300000.0,300000.0,289900.0,315000.0,10.0,10.0,2021-03-26,2021-05-25,2021-04-20,2021-05-21,No,,0.0,Cash
DENC521860,18 N Thomas Lane,Closed,300000.0,300000.0,319900.0,319900.0,7.0,7.0,2021-03-05,2021-04-19,2021-03-10,2021-04-16,No,,0.0,FmHA
DENC519622,101 Larkspur Rd,Closed,300000.0,300000.0,300000.0,300000.0,1.0,1.0,2021-01-19,2021-04-30,2021-01-19,2021-04-30,No,,0.0,FHA
DENC512334,135 Woodlawn Ave,Closed,300000.0,300000.0,315000.0,315000.0,5.0,5.0,2020-11-15,2021-01-05,2020-11-19,2020-12-29,No,,0.0,Conventional
DENC507506,309 Darwin Dr,Closed,300000.0,298000.0,289900.0,289900.0,5.0,5.0,2020-08-21,2020-09-25,2020-08-25,2020-09-25,Yes,,2000.0,Conventional
DENC505404,15 Panorama Dr,Closed,300000.0,297000.0,299000.0,315000.0,17.0,17.0,2020-07-19,2020-10-13,2020-08-25,2020-10-09,Yes,Sellers Concessions,3000.0,Conventional
DENC500584,100 Meriden Dr,Closed,300000.0,285100.0,310000.0,310000.0,47.0,47.0,2020-05-07,2020-07-30,2020-06-22,2020-07-24,Yes,,14900.0,Conventional
DENC416830,509 Capitol Trl,Closed,300000.0,300000.0,350000.0,300000.0,248.0,248.0,2019-02-28,2021-04-16,2019-11-02,2021-03-30,No,,0.0,Cash
DENC511948,14 Long Meadow Ct,Closed,301250.0,301250.0,285000.0,303000.0,4.0,4.0,2020-10-23,2020-11-25,2020-10-26,2020-11-25,No,,0.0,Conventional
DENC518730,936 Quail Ln,Closed,302000.0,302000.0,279900.0,305000.0,10.0,10.0,2021-01-01,2021-04-05,2021-02-21,2021-04-02,No,,0.0,VA
DENC512800,205 E Park Pl,Closed,305000.0,305000.0,295000.0,305000.0,4.0,4.0,2020-11-10,2020-12-29,2020-11-13,2020-12-29,No,,0.0,Conventional
DENC506140,203 Jupiter Rd,Closed,305000.0,295850.0,339900.0,339900.0,11.0,11.0,2020-07-29,2020-10-09,2020-08-21,2020-10-09,Yes,seller assist,9150.0,Conventional
DENC503190,56 Fremont Rd,Closed,305000.0,305000.0,330000.0,330000.0,21.0,21.0,2020-06-30,2020-08-29,2020-07-19,2020-08-27,No,,0.0,Cash
DENC510124,717 Harvard Ln,Closed,305500.0,303500.0,292500.0,305500.0,7.0,7.0,2020-10-03,2020-11-12,2020-10-09,2020-11-12,Yes,,2000.0,Conventional
DENC521472,18 Rockrose Dr,Closed,306000.0,306000.0,279900.0,279900.0,5.0,5.0,2021-02-26,2021-05-04,2021-03-02,2021-05-03,No,,0.0,Conventional
DENC511058,58 White Clay Cres,Closed,306000.0,306000.0,315000.0,299900.0,7.0,7.0,2020-10-12,2020-11-30,2020-10-17,2020-11-30,No,,0.0,Conventional
DENC523668,1121 Mayflower Dr,Closed,306100.0,305100.0,275000.0,306990.0,6.0,6.0,2021-04-13,2021-05-17,2021-04-16,2021-05-14,Yes,Seller Credit,1000.0,Conventional
DENC519240,4 Fairfield Dr,Closed,308500.0,305500.0,307000.0,307000.0,3.0,3.0,2021-01-12,2021-02-15,2021-01-14,2021-02-15,Yes,Seller Assist,3000.0,Conventional
DENC504706,37 Tysons Ford Rd,Closed,310000.0,300700.0,315000.0,315000.0,7.0,7.0,2020-07-10,2020-08-22,2020-07-16,2020-08-21,Yes,,9300.0,Conventional
DENC500718,5 Whitfield Rd,Closed,310000.0,310000.0,309900.0,309900.0,8.0,8.0,2020-05-11,2020-06-19,2020-05-13,2020-06-17,No,,0.0,Conventional
DENC517142,16 Mary Ella Dr,Closed,312000.0,305760.0,318000.0,309000.0,4.0,4.0,2020-11-26,2021-01-06,2020-11-29,2021-01-06,Yes,,6240.0,Conventional
DENC510798,102 McCann Rd,Closed,312000.0,312000.0,289900.0,315000.0,4.0,4.0,2020-10-22,2020-11-30,2020-10-25,2020-11-30,No,,0.0,Conventional
DENC511312,5 Henderson Hill Rd,Closed,312000.0,302640.0,312000.0,312000.0,1.0,1.0,2020-10-15,2020-12-02,2020-10-15,2020-12-01,Yes,,9360.0,Conventional
DENC519828,406 New London Rd,Closed,315000.0,315000.0,309900.0,309900.0,4.0,4.0,2021-01-22,2021-02-26,2021-01-25,2021-02-26,No,,0.0,Conventional
